pair	inflected_pair	alignments	Source Language	Target Language
('address', 'problem')	('addressed', 'problem')	[('problem', 'Problem'), ('be', 'werden'), ('addressed', 'behandelt')]	This is going to become a big problem and must be addressed .	Dieses Problem wird an Bedeutung zunehmen und muß daher behandelt werden .
('address', 'question')	('address', 'question')	[('address', 'sich'), ('question', 'dieser'), ('question', 'Frage'), ('address', 'annehmen')]	It would be helpful if the Commission could address this question , and I understand the Commission has already sent Italy a reasoned opinion in respect of the Eighth Company Law Directive relating to the professional qualifications of auditors .	Es wäre hilfreich , wenn die Kommission sich dieser Frage annehmen könnte , und ich gehe davon aus , daß sie Italien bereits eine mit Gründen versehene Stellungnahme hinsichtlich der Achten Richtlinie zum Gesellschaftsrecht über die fachlichen Qualifikationen von Abschlußprüfern zugeschickt hat .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'Lösung'), ('problems', 'der'), ('problems', 'Probleme')]	Mr De Luca is quite right in claiming that the result of this enquiry has brought the Commission and Parliament 's Budgetary Control Committee closer together in addressing the various problems .	Wie Herr De Luca ganz richtig sagt , haben die Ergebnisse der durchgeführten Untersuchungen zu einer engeren Zusammenarbeit zwischen der Kommission und dem Ausschuß für Haushaltskontrolle bei der Suche nach einer Lösung der verschiedenen Probleme geführt .
('address', 'problem')	('addressed', 'problem')	[('problem', 'Problem'), ('be', 'werden'), ('addressed', 'gelöst')]	I am grateful to the honourable Member for that question because it raises another very real problem which has to be addressed in the code .	Ich danke dem Abgeordneten für die Frage , weil sie ein weiteres , sehr reales Problem aufwirft , das mit Hilfe dieses Kodex gelöst werden muß .
('address', 'problem')	('address', 'problem')	[('address', 'anzugehen'), ('problem', 'Problem')]	We have the means to address that problem by supporting the Commissioner 's proposal for a 50 milligramme limit - a proposal , I understand , that has been on the table now for 10 years .	Die von Herrn Kommissar Kinnock vorgeschlagene 0 , 5-Promillegrenze stellt uns ein Mittel zur Verfügung , dieses Problem anzugehen . Dieser Vorschlag existiert bereits seit 10 Jahren .
('make', 'remark')	('making', 'remarks')	[('have', 'haben'), ('been', 'haben'), ('making', 'sich'), ('making', 'zu'), ('remarks', 'diesem'), ('remarks', 'Thema'), ('making', 'geäußert')]	I wonder whether those who have been making repeated remarks in successive votes in successive plenary part-sessions on this issue do not have a political motive behind them .	Ich frage mich , ob die Abgeordneten , die sich wiederholt bei aufeinanderfolgenden Abstimmungen in mehreren Plenartagungen zu diesem Thema geäußert haben , nicht doch ein politisches Ziel damit verfolgen .
('end', 'agreement')	('ending', 'agreement')	[('ending', 'die'), ('ending', 'Außerkraftsetzung'), ('agreement', 'eines'), ('agreement', 'abkommens')]	Can I say to the Honourable Member there is no question of the Union ending a trade agreement with Israel .	Ich kann dem Herrn Abgeordneten sagen , daß die Außerkraftsetzung eines Handelsabkommens mit Israel für die Europäische Union gar nicht zur Debatte steht .
('address', 'problem')	('address', 'problems')	[('address', 'ansprechen'), ('problems', 'Problematik')]	Mr President , I would like to address in particular the problems faced in the border areas .	Herr Präsident , ich möchte speziell die Problematik im Grenzbereich ansprechen .
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'anzugehen')]	Mostly these small businesses have the problem of a narrow investment base and that is what we are trying to address .	Meistens haben diese Kleinunternehmen das Problem einer schmalen Investitionsbasis , und eben das versuchen wir anzugehen .
('address', 'question')	('address', 'question')	[('address', 'geht'), ('address', 'ein'), ('address', 'auf'), ('question', 'die'), ('question', 'Frage')]	However , it does not address the unemployment question or the downside , negative aspects of the abolition of duty-free in terms of airports , airlines and , indeed , shipping companies that are already under severe pressure .	Doch geht sie nicht auf die Frage der Arbeitslosigkeit oder die negativen Aspekte der Abschaffung der Duty-Free-Geschäfte auf Flughäfen , Fluggesellschaften und auch Schiffahrtunternehmen ein , die schon unter starkem Druck stehen .
('make', 'remark')	('make', 'remark')	[('remark', 'etwas'), ('make', 'anmerken'), ('make', 'zur')]	Since we are having difficulty in getting Mr Crowley and Mr Dell ` Alba , let me make a general remark about the work of the Rules of Procedure Committee .	Da weder Herr Crowley noch Herr Dell ` Alba anwesend sind , möchte ich generell etwas zur Arbeit des Ausschusses für Geschäftsordnung , Wahlprüfung und Fragen der Immunität anmerken .
('address', 'question')	('address', 'question')	[('address', 'anzugehen'), ('question', 'Frage')]	My group wants to ensure that when the European Central Bank is established and when the 11 countries create the euro zone , without prejudice to that price stability , we begin , with some urgency , to address the wider issues within the European Union , not least the question of growth and unemployment .	Meine Fraktion möchte sicherstellen , daß wir , wenn die Europäische Zentralbank aufgebaut worden ist und die elf Länder die Euro-Zone gebildet haben , ohne die erreichte Preisstabilität zu gefährden , so bald wie möglich damit beginnen , weitereThemen innerhalb der Europäischen Union anzugehen , nicht zuletzt die Frage , wie wir Wachstum schaffen und Arbeitslosigkeit abbauen können .
('address', 'problem')	('addresses', 'problems')	[('addresses', 'auf'), ('problems', 'die'), ('problems', 'Probleme'), ('addresses', 'eingeht')]	Perhaps even more important today , can I also thank the Commissioner and his services because we in the Socialist Group have long been calling for a better type of annual economic report from the Commission which addresses the real problems facing our citizens .	Ebenso möchte ich , was heute vielleicht sogar noch wichtiger ist , dem Kommissar und seinen Dienststellen danken , da wir in der Sozialdemokratischen Fraktion schon lange die Forderung nach einer besseren Art von Jahreswirtschaftsbericht von der Kommission vertreten , der auf die tatsächlichen Probleme eingeht , vor denen unsere Bürger stehen .
('address', 'question')	('addressed', 'question')	[('addressed', 'wurde'), ('addressed', 'nachgegangen'), ('question', 'der'), ('question', 'Frage')]	In particular , it addressed the question of long vesting periods , difficulties with transferability of vested pension rights and tax difficulties linked to acquiring pension rights in more than one Member State .	Insbesondere wurde der Frage der langen Anwartschaftszeiten , den Schwierigkeiten bei der Übertragbarkeit erworbener Pensionsrechte und den Steuerschwierigkeiten nachgegangen , die mit dem Erwerb von Pensionsrechten in mehr als einem Mitgliedstaat einhergehen .
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'in'), ('address', 'Angriff'), ('address', 'nehmen')]	This is the real problem that we have to address .	Dies ist das eigentliche Problem , das wir in Angriff nehmen müssen .
('make', 'remark')	('make', 'remarks')	[('make', 'machen'), ('remarks', 'Bemerkungen')]	I should like to make a few remarks about the procedure and about the hearings .	Ich möchte noch einige Bemerkungen zum Verfahren und zu den Anhörungen machen .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('address', 'lösen')]	We have to address some of the problems that stem from peacekeeping .	Wir müssen einige der Probleme lösen , die aus friedenserhaltenden Maßnahmen resultieren .
('make', 'remark')	('made', 'remark')	[('remark', 'festzustellen'), ('be', 'NULL'), ('made', 'festzustellen')]	Mr President , before starting any discussion on European defence , an essential remark must be made : the collective defence of Member States of the European Union does not depend on the European Union , but on the Member States and on the alliances to which some Member States belong .	Herr Präsident , bei jeglicher Betrachtung über die europäische Verteidigung ist es unerläßlich , zunächst festzustellen , daß die kollektive Verteidigung der Mitgliedstaaten der Europäischen Union nicht in die Zuständigkeit letzterer , sondern in diejenige der Einzelstaaten und der Bündnisse fällt , deren Mitglied einige dieser Staaten sind .
('address', 'question')	('address', 'question')	[('question', 'der'), ('question', 'Frage'), ('address', 'nachzugehen')]	Having brought together all the heads of government of Europe , it seems only right that we should find space in that crowded agenda for them to address the question of what kind of Europe we are trying to build .	Wenn schon einmal alle europäischen Regierungschefs zusammenkommen , sollten wir trotz der vielen Themen auf der Agenda unbedingt Raum schaffen , um der Frage nachzugehen , wie unser zukünftiges Europa aussehen soll .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'sich'), ('problems', 'Themen'), ('addressing', 'gewidmet')]	Mr McCartin has taken on a rather more thorny series of problems in his report and I congratulate him for addressing them .	Herr McCartin hat sich in seinem Bericht einer Reihe heikler Themen gewidmet , und ich gratuliere ihm hierzu .
('understand', 'meaning')	('understand', 'meaning')	[('do', 'NULL'), ('understand', 'verstehen'), ('meaning', 'Bedeutung')]	Why isolate and point a finger at Islamic fundamentalism when we do not truly understand the meaning and the philosophy behind Islam anyway ?	Warum isolieren wir den islamischen Fundamentalismus und stellen ihn an den Pranger , wenn wir die Bedeutung und die Philosophie des Islam nicht wirklich verstehen ?
('make', 'remark')	('made', 'remark')	[('remark', 'Vorbemerkungen'), ('having', 'NULL'), ('made', 'NULL')]	Having made that preliminary remark , I should say that the PPE Group supports the Evans report .	Nach diesen Vorbemerkungen möchte ich sagen , daß die PPE-Fraktion den Bericht Evans unterstützt .
('address', 'problem')	('addressed', 'problem')	[('problem', 'Probleme'), ('be', 'werden'), ('addressed', 'angegangen')]	I trust the Commission will take careful account of Mr Howitt 's report from this House this evening , for he has not only identified problem areas , but offered constructive criticism as to how the problems can be addressed in order to make application of the guidelines more effective , thereby contributing to greater transparency and efficiency .	Ich vertraue darauf , daß die Kommission den heutigen Bericht von Herrn Howitt sorgfältig erwägen wird , weil er nicht nur Problembereiche aufzeigt , sondern auch konstruktive Kritik in Bezug darauf vorbringt , wie Probleme angegangen werden können , um die Anwendung der Leitlinien effektiver zu machen und somit zu größerer Transparenz und Effizienz beizutragen .
('address', 'problem')	('addressed', 'problem')	[('problem', 'Problem'), ('be', 'werden'), ('addressed', 'angesprochen')]	If there are too many guidelines , the problem should be addressed without obliging Member States to accept what might prove to be counter-productive uniformity .	Wenn es zu viele Leitlinien gibt , sollte das Problem angesprochen werden , ohne daß die Mitgliedstaaten verpflichtet sind , zu akzeptieren , was sich als kontraproduktive Uniformität erweisen könnte .
('address', 'problem')	('address', 'problems')	[('address', 'Antworten'), ('address', 'auf'), ('problems', 'probleme'), ('address', 'geben')]	Mr President , the confidence our citizens have in the European Union ultimately depends on how well the EU can address the real , everyday problems people have .	Herr Präsident , das Vertrauen der Bürger in das Europäische Parlament ist wesentlich davon abhängig , wie es der Europäischen Union gelingt , Antworten auf die tatsächlichen Alltagsprobleme der Menschen zu geben .
('make', 'remark')	('made', 'remarks')	[('remarks', 'Bemerkungen'), ('are', 'NULL'), ('made', 'mache')]	I must stress that these remarks are made with no consideration of nationality or political persuasion or membership of clubs or secret societies but because over the years - and I could list them if there was more time - this House has been let down by poor administration in DG VI and Mr Jean Feidt should carry that responsibility .	Ich muß betonen , daß ich diese Bemerkungen ohne Ansehen der Nationalität oder politischen Überzeugung oder Clubmitgliedschaften oder Geheimbünde mache . Ich mache sie , weil dieses Haus in all den Jahren - und ich könnte sie auflisten , wenn mehr Zeit wäre - durch mangelhafte Verwaltung in der GD VI in Verruf gebracht wurde und Herr Jean Feidt die Verantwortung dafür tragen sollte .
('address', 'problem')	('address', 'problems')	[('address', 'begegnen'), ('problems', 'den'), ('problems', 'Problemen')]	Rural development , as proposed , can never hope to address the serious problems facing the rural and agricultural communities throughout the European Union at present .	Mit ländlicher Entwicklung , wie vorgeschlagen , kann man nie hoffen , den ernsten Problemen zu begegnen , mit denen die ländlichen und landwirtschaftlichen Kommunen derzeit überall in der Europäischen Union zu tun haben .
('reduce', 'price')	('reduce', 'price')	[('reduce', 'Reduzierung'), ('price', 'landwirtschaftlicher'),  ('price', 'Preise')]	It is very clear that there is a strong move to reduce farm prices to world price levels and the levels of Eastern Europe to save money .	Ganz eindeutig besteht , um Geld zu sparen , eine starke Tendenz zur Reduzierung landwirtschaftlicher Preise in Richtung auf das Niveau der Weltmarktpreise und auf das Preisniveau in Osteuropa .
('reduce', 'price')	('reducing', 'prices')	[('prices', 'die'), ('prices', 'preise'), ('are', 'NULL'), ('reducing', 'sinken')]	Lastly , can I ask the Commission again to investigate why food prices to consumers are not reducing in line with the huge fall in farm prices ?	Darf ich abschließend die Kommission erneut auffordern zu untersuchen , warum die Lebensmittelpreise für Verbraucher nicht im gleichen Maße sinken wie die drastisch gefallenen landwirtschaftlichen Preise ?
('address', 'question')	('address', 'questions')	[('questions', 'Fragen'), ('address', 'zusammenfassen')]	We must address all the questions of food , health , the economy and political stability in one programme , if that is possible .	Wir müssen alle Fragen in bezug auf Lebensmittel , Gesundheit , Wirtschaft und politische Stabilität möglichst in einem Programm zusammenfassen .
('invest', 'money')	('invested', 'money')	[('money', 'Gelder'), ('is', 'werden'), ('invested', 'angelegt')]	So I wholeheartedly agree with the establishment of the public-private partnership arrangement to ensure that the monies and the extra revenues which are created because of the single market within the European Union are put back into the European Union rather than allowing money which is invested in pension funds and so on to be invested in countries outside the European Union , which means that the Union as a whole loses all that money .	Deshalb bin ich voll und ganz für die Schaffung öffentlich-privater Partnerschaften , mit denen wir sicherstellen , daß die Gelder und die zusätzlichen Einnahmen , die aufgrund des Bestehens des Binnenmarkts in der Europäischen Union erwirtschaftet werden , in die Europäische Union zurückfließen statt zuzulassen , daß Gelder , die in Pensionsfonds und so weiter angelegt werden , in Drittländern investiert werden und so für die gesamte Europäische Union verloren sind .
('address', 'problem')	('addressed', 'problem')	[('addressed', 'hat'), ('addressed', 'angesprochen'), ('problem', 'Problem')]	Mr President , at the end of her speech , Mrs Oddy just addressed a problem which really can arise in this area , where the issue is to what extent electronic signals can satisfy formal requirements laid down by law in the Member States .	Herr Präsident ! Frau Oddy hat gerade am Schluß ein Problem angesprochen , das in der Tat auch in diesem Bereich auftreten kann , wo es ja darum geht , wie weit elektronische Signale Formerfordernisse erfüllen können , die das Recht der Mitgliedstaaten festlegt .
('address', 'problem')	('address', 'problem')	[('address', 'sich'), ('address', 'mit'), ('problem', 'dem'), ('problem', 'Problem'), ('address', 'befassen')]	Down the road this Parliament will find itself having to address the serious problem of the human resources of agriculture necessary for the continuity of the agricultural sector .	Am Ende wird sich dieses Parlament mit dem schwerwiegenden Problem fehlender Arbeitskräfte in der Landwirtschaft befassen müssen , die zum Fortbestehen des Agrarsektors erforderlich sind .
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'lösen')]	We are going to have to address this problem a lot more quickly , in particular we finally have to address the extremely sensitive issue of incineration which in most countries , I believe , causes local problems when it is mooted .	Wir müssen dieses Problem sehr viel schneller lösen , und insbesondere müssen wir das äußerst umstrittene Thema der Müllverbrennung angehen , das meines Wissens auch in den meisten anderen Ländern ein Streitpunkt in den Kommunen ist .
('address', 'problem')	('address', 'problem')	[('does', 'werden'), ('address', 'gelöst'), ('problem', 'das'), ('problem', 'Problem')]	The landfill tax in my country is a prime example of how an ill-conceived idea that does not address the real problem can lead to taxpayers being out of pocket .	Die Deponiesteuer in meinem Heimatland ist ein anschauliches Beispiel dafür , wie die Steuerzahler für eine falschverstandene Idee zur Kasse gebeten werden , mit der das eigentliche Problem nicht gelöst werden kann .
('reduce', 'price')	('reduced', 'prices')	[('have', 'haben'), ('reduced', 'gesenkt'), ('prices', 'Gebühren')]	There is some evidence that some banks have reduced their prices over the past five years since the proposal came on to the Commission 's agenda .	Es gibt Hinweise darauf , daß einige Banken ihre Gebühren in Laufe der letzten fünf Jahre gesenkt haben , nachdem die Kommission angekündigt hatte , sie werde einen Vorschlag zu diesem Thema vorlegen .
('address', 'problem')	('addressing', 'problem')	[('addressing', 'die'), ('addressing', 'Lösung'), ('addressing', 'dieses'), ('problem', 'Problems')]	Will you commit yourself specifically to addressing that problem ?	Werden Sie sich persönlich für die Lösung dieses Problems einsetzen ?
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'ansprechen')]	The problem I am seeking to address in this question is that concentration of media ownership sometimes causes problems with freedom of the press , particularly when that concentration of ownership stretches beyond just ownership of newspapers and into other economic fields .	Mit dieser Frage möchte ich das Problem ansprechen möchte ist , daß die Konzentration von Eigentum im Medienbereich manchmal die Pressefreiheit beeinträchtigt , insbesondere , wenn diese Konzentration sich nicht nur auf die Presse beschränkt , sondern auch in andere wirtschaftliche Bereiche übergreift .
('address', 'problem')	('addressed', 'problem')	[('have', 'haben'), ('addressed', 'angesprochen'), ('problem', 'Problem')]	Mr Provan , you have addressed a very grave problem and one which the Council in fact considered at length during a very serious debate .	Herr Abgeordneter ! Sie haben ein sehr schwerwiegendes Problem angesprochen , mit dem sich der Rat in der Tat ausführlich in einer sehr ernsten Debatte beschäftigt hat .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('addressed', 'abzustellen')]	My suggestions for the reform of the Commission proposal are designed to address the considerable problems which continue to undermine the implementation of Union water policy .	Meine Vorschläge zur Neugestaltung des Kommissionsvorschlags sind dazu gedacht , die erheblichen Probleme abzustellen , welche die Durchführung einer gemeinsamen Wasserpolitik weiterhin behindern .
('address', 'problem')	('address', 'problems')	[('address', 'anzugehen'), ('problems', 'Probleme')]	In this I refer particularly to the need to share information on best practices - we have to be prepared to address common and specific problems transparently and honestly - and to the recent judgments in the European Court of Justice regarding cross-border access to medical products .	Hierbei verweise ich vor allem auf die Notwendigkeit , Informationen über bewährte Methoden auszutauschen - wir müssen bereit sein , offen und ehrlich gemeinsame , spezifische Probleme anzugehen - , und auf die neueren Urteile des Europäischen Gerichtshofs in bezug auf grenzüberschreitenden Zugang zu medizinischen Erzeugnissen .
('sell', 'drug')	('sell', 'drug')	[('drug', 'Drogen'), ('sell', 'verkaufen')]	There is no point in people coming into this House and talking about liberal proposals when you look around and see young people dying from drug abuse , while the people who import and sell these drugs are getting away scot-free .	Hier in dieses Parlament zu kommen und über großzügige Vorschläge zu sprechen , macht keinen Sinn , wenn man sich umschaut und sieht , daß junge Menschen aufgrund von Drogenmißbrauch sterben , während diejenigen , die diese Drogen importieren und verkaufen , ungeschoren davonkommen .
('make', 'remark')	('make', 'remark')	[('make', 'machen'), ('remark', 'Anmerkung')]	Mr President , ladies and gentlemen , I just want to make a brief remark .	Herr Präsident , verehrte Kolleginnen und Kollegen , ich möchte lediglich eine kurze Anmerkung machen .
('address', 'problem')	('addresses', 'problem')	[('addresses', 'berührt'), ('problem', 'einen'), ('problem', 'wunden'), ('problem', 'Punkt')]	Madam President , Commissioner , the Daphne programme , which is designed to combat violence against children , young people and women , addresses an urgent problem , and it therefore deserves all our support and the proper scope for action .	Frau Präsidentin , Herr Liikanen ! Das Aktionsprogramm DAPHNE zur Verhütung von Gewalt gegen Kinder , Jugendliche und Frauen berührt einen wunden Punkt und verdient deshalb jegliche Unterstützung und Betätigungsmöglichkeiten .
('address', 'question')	('address', 'question')	[('address', 'wird'), ('address', 'angesprochen'), ('question', 'Frage')]	On the comment that Mr Brinkhorst makes on the question of the decentralised agencies - which Mr Kellett-Bowman has picked up - it is essential that the Council address that question , which both Parliament and the Commission have agreement on .	Was die von Herrn Brinkhorst vorgebrachte Bemerkung zur Frage der dezentralisierten Einrichtungen anbelangt , die von Herrn Kellett-Bowman aufgenommen wurde , so ist es notwendig , daß diese Frage vom Rat angesprochen wird , zu der es sowohl im Parlament als auch in der Kommission Übereinstimmung gibt .
('make', 'remark')	('make', 'remarks')	[('make', 'eingehen'), ('make', 'auf'), ('remarks', 'die'), ('remarks', 'Aspekte')]	I wish however today to make some remarks on the policy side arising from what Mr Prodi has said .	Ich möchte heute jedoch auf die politischen Aspekte eingehen , die sich aus den Überlegungen von Herrn Prodi ergeben werden .
('address', 'question')	('addressed', 'question')	[('question', 'Anfrage'), ('was', 'ist'), ('addressed', 'zur'), ('addressed', 'Sprache'), ('addressed', 'gekommen')]	The question regarding the use of depleted uranium oxide in Kosovo or Serbia was not addressed .	Die Anfrage bezüglich des Einsatzes von abgereichertem Uranoxid im Kosovo oder in Serbien ist nicht zur Sprache gekommen .
('address', 'question')	('addressed', 'questions')	[('have', 'hat'), ('been', 'hat'), ('addressed', 'sich'), ('addressed', 'befaßt'), ('addressed', 'mit'), ('questions', 'Fragen')]	The Commission is concerned , however , that the questions raised have been met by only routine denials and have not been properly addressed in Russia .	Die Kommission ist allerdings darüber besorgt , daß man in Rußland den aufgeworfenen Fragen lediglich mit Routinedementi begegnet und man sich nicht angemessen mit ihnen befaßt hat .
('improve', 'economy')	('improve', 'economies')	[('economies', 'Wirtschaften'), ('improve', 'zu'), ('improve', 'stärken')]	The Central and Eastern European countries that were former members of the Soviet bloc have been able to pull themselves together , and improve their economies and their peoples ' standards of living .	Die einst dem Sowjetblock angehörenden mittel - und osteuropäischen Länder haben es vermocht , aus eigener Kraft ihre Wirtschaften zu stärken und den Lebensstandard ihrer Völker zu erhöhen .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('address', 'in'), ('address', 'Angriff'), ('address', 'genommen'), ('address', 'werden')]	It has to address massive domestic problems including social integration , chronically poor housing for the majority of the population , massive unemployment and an economy that produces only 0.46 % of world GDP .	Schwerwiegende innenpolitische Probleme müssen in Angriff genommen werden : soziale Integration , schlechte Wohnverhältnisse für den Großteil der Bevölkerung , enorme Arbeitslosigkeit und eine Wirtschaft , deren Leistung bei nur 0,46 % des weltweiten BIP liegt .
('pose', 'question')	('pose', 'questions')	[('pose', 'aufwerfen'), ('questions', 'Fragen')]	To take , for instance , the convergence of the telecommunication industries , audio and computer technology , which I feel pose fundamental questions regarding the way in which we produce and consume these industries .	Nehmen wir als Beispiel die Konvergenz der Telekommunikationsindustrien , der Audio - und Computertechnologie , die meines Erachtens grundlegende Fragen in bezug auf die Art und Weise , wie wir in diesen Bereichen produzieren und konsumieren , aufwerfen .
('address', 'question')	('address', 'question')	[('will', 'wird'), ('address', 'aufgreifen'), ('question', 'Frage')]	At the request of the Council , the Commission is preparing a communication on air traffic delays and congestion and will certainly address this question again and propose initiatives in the field of airspace management .	Auf Ersuchen des Rats arbeitet die Kommission zur Zeit eine Mitteilung über Verzögerungen im Luftverkehr und Verstopfungen des Luftraums aus , und sie wird diese Frage mit Sicherheit erneut aufgreifen und Initiativen auf dem Gebiet der Verwaltung des Luftraums vorschlagen .
('address', 'problem')	('address', 'problem')	[('address', 'sich'), ('address', 'mit'), ('problem', 'dem'), ('problem', 'Problem'), ('address', 'auseinandersetzt')]	Parliament , at its first reading , was particularly concerned to add an important extra objective , namely to address the problem of diesel fuel spillage on the highway , which has been posing an increasing safety hazard for road users , particularly riders of motor cycles .	Bei der ersten Lesung wies das Parlament insbesondere darauf hin , daß ein weiteres Ziel aufzunehmen ist , das sich mit dem Problem der Gefährdung der Verkehrsteilnehmer und insbesondere der Motorradfahrer durch ausgelaufenen Dieselkraftstoff auf der Straße auseinandersetzt .
('address', 'question')	('addresses', 'question')	[('addresses', 'greift'), ('addresses', 'auf'), ('question', 'Problem')]	This fuel spillage has resulted from inadequately fitted fuel filler caps , and the directive that we are now putting before you , with Parliament ' s amendments at second reading designed to tighten up those provisions , addresses this question by requiring motor vehicle fuel tanks to have positive closure mechanisms so that the cap is always securely closed .	Auslaufender Kraftstoff ist das Ergebnis schlecht sitzender Tankverschlüsse . Die Richtlinie , die wir Ihnen jetzt vorlegen und die die Änderungsanträge des Parlaments für die zweite Lesung zur Verschärfung dieser Bestimmungen enthält , greift dieses Problem auf und fordert , daß die Kfz-Kraftstoffbehälter mit einem formschlüssigen Schließmechanismus auszustatten sind , so daß der Tankdeckel stets sicher verschlossen ist .
('address', 'problem')	('address', 'problem')	[('address', 'die'), ('address', 'Lösung'), ('problem', 'des'), ('problem', 'Problems')]	Finally , the debate on a `` balanced and appropriate policy mix '' should not be used to deflect attention from the structural reforms that are so urgently needed to address the euro area ' s serious structural unemployment problem .	Und schließlich sollte die Debatte über einen `` ausgewogenen und angemessenen Policy Mix '' nicht ausgenutzt werden , um die Aufmerksamkeit von den Strukturreformen abzulenken , die für die Lösung des schwerwiegenden Problems der strukturellen Arbeitslosigkeit im Euro-Gebiet so dringend gebraucht werden .
('make', 'remark')	('made', 'remarks')	[('made', 'mich'), ('made', 'geäußert'), ('remarks', 'für')]	And I already made some remarks in my introduction on the relativity of forecasts , even if they are published , for the decision-making process .	Und ich habe mich bereits in meiner Einführung zur Relativität von Prognosen , auch von veröffentlichten , für den Entscheidungsfindungsprozeß geäußert .
('make', 'remark')	('make', 'remark')	[('remark', 'Bemerkung'), ('make', 'machen')]	There is another small remark I would like to make , Mr President , but it is important in the context of the motion for a resolution .	Ich möchte noch eine weitere kleine Bemerkung machen , denn sie ist wichtig im Zusammenhang mit dem Entschließungsantrag .
('address', 'question')	('addressing', 'question')	[('addressing', 'stellen'), ('question', 'Ihre'), ('question', 'Frage')]	I am not ruling that out , but I want you to understand that in addressing your question in that way you should be aware that for progress to be made in that particular area , if it is intended to reduce the jurisdiction or the rights of Member States , Treaty changes would be necessary .	Ich schließe das nicht aus , aber ich bitte Sie zu verstehen , daß Ihnen , wenn Sie Ihre Frage so stellen , klar sein muß , daß Änderungen des Vertrages notwendig wären , wenn es auf diesem speziellen Gebiet Fortschritte geben soll und wenn beabsichtigt ist , die rechtliche Zuständigkeit oder die Rechte von Mitgliedstaaten einzuschränken .
('address', 'problem')	('addressed', 'problems')	[('problems', 'Probleme'), ('be', 'NULL'), ('addressed', 'Berücksichtigung'), ('addressed', 'finden')]	In welcoming this scheme , I hope that when it is reviewed in 2003 , if any of the problems I have mentioned have arisen , these can be addressed .	Ich begrüße dieses Vorhaben und hoffe gleichzeitig , daß eventuelle Probleme der Art , wie ich sie angeführt habe , bei der Überprüfung im Jahre 2003 Berücksichtigung finden .
('address', 'question')	('address', 'question')	[('question', 'mit'), ('question', 'diesem'), ('question', 'Problem'), ('address', 'auseinandersetzen')]	Unless we address that question then the whole issue of a Common Foreign and Security Policy and a European defence identity is no more than a day-dream .	Wenn wir uns nicht mit diesem Problem auseinandersetzen , sind die Gemeinsame Außen - und Sicherheitspolitik und die europäische Verteidigungsidentität nicht viel mehr als ein Tagtraum .
('address', 'question')	('address', 'questions')	[('address', 'erörten'), ('questions', 'Fragen')]	Does he agree with me that we need to have a Council of Defence Ministers if we are to address these questions ?	Ist auch er der Auffassung , daß wir einen Rat der Verteidigungsminister brauchen , um diese Fragen erörtern zu können ?
('address', 'question')	('addressed', 'question')	[('addressed', 'erwähnte'), ('question', 'Frage')]	He also addressed the question of non-EU NATO members .	Herr Solana erwähnte auch die Frage der NATO-Mitglieder , die nicht zur EU gehören .
('address', 'problem')	('address', 'problem')	[('address', 'kann'), ('address', 'begegnet'), ('address', 'werden'), ('problem', 'dem'), ('problem', 'Problem')]	If it is established that the industry is being caused injury by anti-competitive practice of any kind , the Commission shall , where appropriate , propose to the Council measures to address the problem .	Stellt sich heraus , daß die Schiffbauindustrie durch wettbewerbsverzerrende Praktiken irgendwelcher Art geschädigt wird , so schlägt die Kommission dem Rat gegebenenfalls Maßnahmen vor , mit denen dem Problem begegnet werden kann .
('address', 'problem')	('address', 'problems')	[('does', 'NULL'), ('address', 'geht'), ('address', 'auf'), ('address', 'probleme'), ('address', 'ein')]	The Commission proposal does not specifically address the problems of air pollution in applicant countries ; and I think it is irresponsible , given the eminent enlargement , for Parliament not to be given any information regarding pollution levels in countries like Poland and the Czech Republic ; and the likely cost and time scale involved in bringing them up to exacting new standards .	Der Vorschlag der Kommission geht nicht speziell auf die Luftverschmutzungsprobleme in den Bewerberländern ein . Ich halte es angesichts der bevorstehenden Erweiterung für unverantwortlich , daß das Parlament keine Informationen zur Verschmutzung in Ländern wie Polen und der Tschechischen Republik sowie zu dem mit der Anhebung dieser Länder auf die strengen neuen Normen verbundenen finanziellen und zeitlichen Aufwand erhält .
('pose', 'question')	('pose', 'question')	[('pose', 'stellen'), ('question', 'Frage')]	I must pose the question : are we ordering our business in a correct fashion ?	Ich muß die Frage stellen : haben wir unsere Arbeit richtig organisiert ?
('address', 'question')	('address', 'question')	[('address', 'klären'), ('question', 'Frage')]	We have to address very clearly the question of the judicial enforcement of this charter .	Wir müssen die Frage der rechtlichen Durchsetzbarkeit dieser Charta eindeutig klären .
('invest', 'money')	('invested', 'money')	[('money', 'Summe'), ('be', 'werden'), ('invested', 'investiert')]	We are talking about EUR 500 million or a billion , an enormous amount of money , which needs to be invested .	Wir diskutieren über 500 Millionen oder eine Milliarde , eine sehr große Summe , die investiert werden soll .
