pair	inflected_pair	alignments	Source Language	Target Language
('tackle', 'challenge')	('tackles', 'challenges')	[('tackles', 'répond'), ('tackles', 'à'), ('challenges', 'questions')]	However , I am confident that the regulation that we present today tackles many of the challenges that we could imagine during the preparation of the regulation .	Néanmoins , je suis confiante dans le fait que le règlement que nous présentons aujourd'hui répond à quantité de questions envisagées au cours de la préparation du règlement .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'relever'), ('challenges', 'défis')]	The Presidency needed the help of the European Parliament in tackling the challenges we were facing .	La Présidence avait besoin de l' aide du Parlement européen pour relever les défis qui sont les nôtres .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'affronter'), ('challenges', 'défis')]	We intend to be ambitious and comprehensive in tackling all challenges .	Nous entendons affronter les défis de façon ambitieuse et globale .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'faire'), ('tackle', 'face'), ('tackle', 'aux'), ('challenges', 'défis')]	The sports movement is looking for assistance from the European institutions to tackle the challenges posed by agents .	Le mouvement sportif cherche l' assistance des institutions européennes pour faire face aux défis posés par les agents .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'lutte'), ('tackling', 'contre'), ('challenges', 'problèmes')]	The analysis of the answers we receive will guide us in developing strategies at EU level to support the Member States in tackling these challenges .	L' analyse des réponses que nous recevons nous guidera dans l' élaboration de stratégies au niveau de l' Union européenne en vue de soutenir les États membres dans leur lutte contre ces problèmes .
('tackle', 'challenge')	('tackling', 'challenge')	[('tackling', 'faire'), ('tackling', 'face'), ('tackling', 'à'), ('challenge', 'NULL')]	The Commission has presented its view on the cause of the recent rise in food prices in the recent communication ' Tackling the challenge of rising food prices : directions for EU action ' .	"La Commission a récemment présenté son point de vue sur la récente augmentation des prix des denrées alimentaires dans sa communication intitulée "" Faire face à la hausse des prix des denrées alimentaires - Orientations pour l' action de l' UE "" ."
('tackle', 'challenge')	('tackled', 'challenges')	[('challenges', 'défis'), ('to', 'à'), ('be', 'à'),  ('tackled', 'affronter')]	Croatia has come a long way over recent years but important challenges still remain to be tackled .	La Croatie a beaucoup progressé ces dernières années , mais il lui reste de nombreux défis à affronter .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'traiter'), ('challenges', 'défis')]	The green paper on the TEN-T policy review addresses these challenges and proposes measures to tackle them at both the network planning and the project implementation stages .	Le livre vert sur l' avenir de la politique du RTE-T aborde ces défis et propose des mesures afin de les traiter , et ce tant au stade de la planification de réseau qu' à celui de la mise en œuvre de projet .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'nous'), ('tackling', 'attaquer'),('tackling', 'aux'),('challenges', 'défis')]	I hope that I do not have to say any further farewells as regards Turkey in this Chamber and that we can move on and start tackling the major economic and other challenges of the European Union .	J' espère que je n' aurai plus d' autres adieux à faire concernant la Turquie dans cette enceinte , et que nous pourrons aller de l' avant pour nous attaquer aux grands défis économiques et autres de l' Union européenne .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'réponse'), ('tackle', 'aux'), ('challenges', 'défis')]	Aware of these challenges , the European Commission has a development policy geared to fight poverty , promote sustainable development and tackle political challenges in order to help foster stability .	Consciente des défis qui se présentent , la Commission européenne a mis en place une politique de développement misant sur la lutte contre la pauvreté , la promotion du développement durable et la réponse aux défis politiques pour contribuer à la stabilité .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'répondre'), ('challenges', 'aux'), ('challenges', 'défis')]	I fully agree with you , and I am sure that , with your support and with that of the governments of the Member States , the new Commission will be able to tackle the challenges ahead .	Je suis tout à fait d' accord avec vous , et je suis sûr qu' avec votre soutien et celui des gouvernements des États membres , la nouvelle Commission sera en mesure de répondre aux défis à venir .
('tackle', 'challenge')	('tackling', 'challenges')	"[('tackling', ""s'""), ('tackling', 'attaquer'), ('tackling', 'aux'), ('challenges', 'défis')]"	I also feel , Mr President , a very strong sensation in this House that Europe should move on to be a stronger , bigger player in the world and to show resolve when it comes to the economy , the fight against unemployment , tackling the challenges of globalisation and the climate issue .	Je ressens également , Monsieur le Président , une très forte volonté dans ce Parlement que l' Europe devienne un acteur plus fort et plus important dans le monde et fasse preuve de fermeté quand il est question d' économie , de lutte contre le chômage , de s' attaquer aux défis de la mondialisation et de la question climatique .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'faire'), ('tackle', 'face'), ('tackle', 'aux'), ('challenges', 'défis')]	Investment in education , research and innovation has the potential to create more wealth and jobs than it costs , and investment in innovation will help us tackle the great challenges that society faces .	L' investissement dans l' éducation , la recherche et l' innovation pourrait aussi créer plus de richesses et d' emplois qu' il n' en coûte , et l' investissement dans l' innovation nous aidera à faire face aux grands défis auxquels la société est confrontée .
('tackle', 'challenge')	('tackle', 'challenge')	[('tackle', 'nous'), ('tackle', 'attaquer'), ('tackle', 'au'), ('challenge', 'défi')]	Then let us tackle the challenge of external representation which will be another major step forward once agreed and implemented .	Nous pourrons ensuite nous attaquer au défi de la représentation extérieure , qui sera une autre étape importante une fois qu' elle aura été approuvée et mise en œuvre .
('tackle', 'concern')	('tackle', 'concerns')	[('tackle', 'réponses'), ('tackle', 'à'), ('tackle', 'apporter'), ('tackle', 'à'),  ('concerns', 'préoccupations')]	I am sure that my colleagues , Mrs Malmström and Mrs Reding , will pay attention to how to tackle all these concerns , which have been raised both in this debate and in the structural dialogue they had with their respective committees .	Je suis certain que mes collègues , Mme Malmström et Mme Reding , prêteront attention aux réponses à apporter à toutes les préoccupations formulées au cours de ce débat et dans le cadre du dialogue structuré qu' elles ont entretenu avec les commissions chargées de leurs domaines de compétences respectifs .
('tackle', 'concern')	('tackle', 'concerns')	[('tackle', 'aborder'), ('concerns', 'problèmes')]	The Commission can not accept this amendment , since it would reduce the flexibility needed by several Member States to tackle other pressing environmental concerns .	La Commission ne peut accepter cet amendement vu qu' il réduirait la flexibilité dont certains États membres ont besoin afin d' aborder des problèmes environnementaux urgents .
('tackle', 'concern')	('tackle', 'concerns')	[('tackle', 'répondre'), ('tackle', 'à'), ('concerns', 'préoccupations')]	In order to tackle some of the concerns expressed by the European Parliament and the Member States - for instance , concerning security - several amendments have been made to the initial text .	Afin de répondre à quelques-unes des préoccupations exprimées par le Parlement européen et les États membres - par exemple , en ce qui concerne la sécurité - plusieurs amendements ont été introduits dans le texte initial .
('tackle', 'crisis')	('tackle', 'crisis')	"[('tackle', ""s'""), ('tackle', 'attaquer'), ('tackle', 'à'), ('crisis', 'crise')]"	Indeed , the international community should show commitment exceeding that shown to tackle the financial crisis .	En effet , la communauté internationale devrait afficher un engagement dépassant celui affiché pour s' attaquer à la crise financière .
('tackle', 'crisis')	('tackling', 'crisis')	[('tackling', 'lutte'), ('tackling', 'contre'), ('crisis', 'crise')]	Finally , we must continue to keep the focus on tackling the economic crisis .	Enfin , nous devons rester concentrés sur la lutte contre la crise économique .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'lutte'), ('tackle', 'contre'), ('crisis', 'crise')]	The renewable energy resources that these countries have at their disposal are essential for their economic and social development , and allow them to move towards a state of energy independence , thus helping to tackle the global crisis .	Les ressources d' énergie renouvelable dont ces pays disposent sont essentielles pour leur développement économique et social et leur permettent de progresser vers un statut d' indépendance énergétique , contribuant ainsi à la lutte contre la crise mondiale .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'réponse'), ('tackle', 'à'), ('crisis', 'crise')]	Do we need more regulation to tackle the financial crisis ?	La réponse à la crise financière passe-t -elle par plus de régulation ?
('tackle', 'crisis')	('tackle', 'crises')	[('tackle', 'gérer'), ('crises', 'crise')]	Key priorities , such as transparency and consumer protection , will be pursued , while a bank crisis framework will aim to prevent and tackle future crises .	L' accent sera mis en particulier sur la transparence et la protection des consommateurs , ainsi que sur l' élaboration d' un cadre relatif aux crises bancaires , dans le but de prévenir et de gérer toute crise future .
('tackle', 'crisis')	('tackling', 'crisis')	[('tackling', 'lutter'), ('tackling', 'contre'), ('crisis', 'crise')]	Poverty reduction , the fight against climate change and tackling the financial crisis require additional revenue of several hundred billion euro .	Pour lutter contre la pauvreté , le changement climatique et la crise financière , nous aurons besoin de revenus supplémentaires à hauteur de plusieurs centaines de milliards d' euros .
('tackle', 'crisis')	('tackle', 'crisis')	"[('tackle', ""s'""), ('tackle', 'attaquer'), ('tackle', 'à'), ('crisis', 'crise')]"	The President of the European Commission has dramatically announced that democracy could disappear in Greece , Spain and Portugal unless urgent action is taken to tackle the debt crisis .	Le président de la Commission européenne a annoncé de façon spectaculaire que la démocratie pourrait disparaître en Grèce , en Espagne et au Portugal à moins d' agir immédiatement pour s' attaquer à la crise de la dette .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'endiguer'), ('crisis', 'crise')]	These proposals from representatives of the fisheries sector have been on the table for a long time and were designed to tackle the current economic and social crisis , which has been exacerbated by the steep rise in fuel costs .	Ces propositions émanant de représentants du secteur de la pêche sont à l' ordre du jour depuis longtemps et visent à endiguer la crise économique et sociale actuelle , qui est exacerbée par la hausse des prix des carburants .
('tackle', 'inequality')	('tackle', 'inequalities')	[('tackle', 'résorber'), ('inequalities', 'inégalités')]	It means partnership at all levels to tackle the greatest public needs and health inequalities most effectively , not least in the current process of enlargement of the Union , where a much-needed further Commission text is imminent .	Cela implique aussi un partenariat à tous les niveaux , pour répondre aussi efficacement que possible aux plus gros besoins du public et résorber les inégalités sur le plan de la santé , surtout dans le contexte actuel de l' élargissement , au sujet duquel la Commission devrait nous présenter tout prochainement un nouveau texte très attendu .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'priorité'), ('to', 'devant'), ('be', 'être'), ('tackled', 'respectée')]	The fact that the Irish presidency has highlighted the drugs issue and that all of the Members who spoke here this morning , nearly the majority , considered drugs a priority issue to be tackled by this presidency in an effective way gives carte blanche to the Irish presidency to go ahead and deal with this issue as they see fit .	Le fait que la présidence irlandaise ait accordé la priorité à la question de la drogue , et que tous les députés qui se sont exprimés dans l' hémicycle ce matin , c' est-à-dire la quasi totalité d' entre eux , considèrent le problème de la drogue comme une priorité devant être respectée par cette présidence donne carte blanche à la présidence irlandaise pour aller de l' avant et s' attaquer à ce problème comme elle jugera bon de le faire .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'traiter'), ('issues', 'problèmes')]	Let me put on record that it is important that we tackle issues of real importance to people in Europe , not just the global issues , not just the grande politique , but real issues that affect real people 's lives .	Permettez -moi de signaler qu' il est primordial de traiter les problèmes qui importent vraiment aux yeux des citoyens européens , et pas seulement les problèmes d' ordre général , pas uniquement la grande politique , mais les vrais problèmes qui affectent leur vie .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'point'), ('is', 'soit'), ('tackled', 'traité')]	Within these 12 key priorities , my colleagues and I will make sure that the issue you have raised is tackled satisfactorily and that the Commission makes no recommendation to start the accession talks unless questions , such as the one you raised , are dealt with satisfactorily .	Parmi ces douze priorités essentielles , avec ma collègue , nous veillerons à ce que le point que vous avez soulevé soit traité de manière satisfaisante et à ce que la Commission ne recommande pas d' entamer les pourparlers d' adhésion avant que les questions , comme celle que vous avez soulevée , ne soient traitées de manière satisfaisante .
('tackle', 'issue')	('tackle', 'issues')	"[('issues', 'problèmes'), ('to', 'auxquels'), ('tackle', ""s'""), ('tackle', 'attaquer')]"	Health budgets are notoriously overstretched , and there are far more important health issues to tackle than giving subsidies to big pharmaceutical firms .	Les budgets de santé sont notoirement serrés , et il y a des problèmes de santé beaucoup plus importants auxquels s' attaquer que de donner des subventions aux grandes firmes pharmaceutiques .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'régler'), ('issues', 'problèmes')]	We can do our best , but what we need from the Greek authorities is a clear show of unity , and a clear show of resolve to tackle the difficult issues in that country .	Nous pouvons faire de notre mieux , mais il faut que les autorités grecques fassent clairement preuve d' unité et de détermination à régler les problèmes difficiles auxquels le pays est confronté .
('tackle', 'issue')	('tackling', 'issue')	"[('tackling', ""s'""), ('tackling', 'est'),  ('tackling', 'attaquée'), ('tackling', 'à'), ('issue', 'problème')]"	Mr President , I wish to thank the Commission for the vigour it has exercised in tackling this issue of salmon in Scotland .	Monsieur le Président , je tiens à remercier la Commission pour la détermination avec laquelle elle s' est attaquée à ce problème du saumon en Écosse .
('tackle', 'issue')	('tackles', 'issues')	[('tackles', 'se'), ('tackles', 'penche'), ('tackles', 'sur'), ('issues', 'questions')]	I am voting for this own-initiative report since it tackles the current issues in the interminable debate on the ratings industry : specifically , the lack of competition , oligopolistic structures , and the lack of accountability and transparency , primarily as regards rating sovereign debt .	Je vote en faveur du présent rapport d' initiative parce qu' il se penche sur des questions d' actualité dans le cadre de l' éternel débat sur le secteur de la notation de crédit : en particulier , le manque de concurrence , l' existence de structures oligopolistiques , ainsi que l' absence d' obligation de rendre des comptes et le défaut de transparence , principalement en ce qui concerne la notation de la dette souveraine .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'aborder'), ('issue', 'question')]	Basically , what I am saying is this : we need to tackle this issue head-on .	Voilà , fondamentalement , mon message : nous devons aborder la question de front .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'problème'), ('can', 'peut'), ('be', 'être'), ('tackled', 'résolu')]	This issue can not be tackled appropriately by EU legislation alone , but needs to be discussed at a global level .	Ce problème ne peut être correctement résolu par la législation de l' UE seule et doit être examiné au niveau mondial .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'question'), ('must', 'devra'), ('be', 'être'), ('tackled', 'résolue')]	That issue must be tackled by this IGC .	C' est une question qui devra être résolue par la CIG .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'problème'), ('must', 'devons'), ('be', 'trouver'), ('tackled', 'solution')]	I want to ask the President-in-Office to take up the hard option which in our view accompanies the opening conference and that is to begin the process of discussing the complex issue which was not concluded at Amsterdam and which the Luxembourg summit at least had the grace to admit must be tackled .	J' aimerais demander au président en exercice de bien vouloir entamer le processus de discussion en ce qui concerne ce difficile problème , pour lequel aucune solution n' a été trouvée à Amsterdam , et pour lequel le sommet de Luxembourg , au moins , a eu l' élégance d' admettre que nous devons trouver une solution .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'problèmes'), ('should', 'devraient'), ('be', 'trouver'), ('tackled', 'solution')]	The future of the common agricultural policy and structural funds , together with the obvious need for a bigger budget in an enlarged Union , are all difficult political issues which should be tackled in parallel with the Intergovernmental Conference .	L' avenir de la politique agricole commune et des fonds structurels , de même que le besoin évident d' un budget plus important dans une Union élargie , sont autant de problèmes politiques délicats qui devraient trouver une solution parallèlement à la Conférence intergouvernementale .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'question'), ('must', 'doit'), ('be', 'être'), ('tackled', 'traitée')]	There is one extremely important issue that must be tackled in the framework of the new cooperation agreements and that is the issue of arms sales .	Une question extrêmement importante doit être traitée dans le cadre des nouveaux accords de coopération , à savoir la question des ventes d' armes .
('tackle', 'issue')	('tackle', 'issue')	"[('tackle', ""s'""), ('tackle', 'attaque'), ('tackle', 'au'),  ('issue', 'problème')]"	In a nutshell , the report fails really to tackle the issue and assembles bits and pieces alongside the present existing possibilities to put culture on the agenda both for the EU and between the EU and third countries .	En bref , le rapport ne s' attaque pas véritablement au problème et rassemble des éléments disparates autour des possibilités existantes pour mettre la culture à l' ordre du jour à la fois au sein de l' Union et entre l' Union et les pays tiers .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'nous'), ('tackling', 'attaquer'), ('tackling', 'à'), ('issue', 'question')]	It is also about our creativity , our coherence , taking seriously the interests of our partners and being ambitious as far as opening our trade market and tackling the mobility issue are concerned .	Il en va aussi de notre créativité , de notre cohérence , il s' agit de prendre au sérieux les intérêts de nos partenaires et de nous montrer ambitieux s' agissant d' ouvrir notre marché commercial et de nous attaquer à la question de la mobilité .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'résoudre'), ('issues', 'problèmes')]	On 15 January , the government presented an ambitious stability programme intended to tackle these issues .	Le 15 janvier , le gouvernement a présenté un ambitieux programme de stabilité destiné à résoudre ces problèmes .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'questions'), ('are', 'aborder'), ('tackled', 'aborder')]	Let us hope , however , that the signature of the memorandum in Sharm el-Sheikh will reinvigorate the peace process and ensure that the outstanding issues on final status are tackled without great delay .	Espérons cependant que la signature du mémorandum de Charm el-Cheikh relancera le processus de paix et permettra d' aborder sans trop de retard les questions relatives au statut final qui sont en suspens .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'lutte'), ('tackling', 'contre'), ('issue', 'phénomène')]	The DAPHNE programme helps in tackling this issue across the EU and those who fail to support this report today should be condemned .	Le programme Daphne contribue à la lutte contre ce phénomène dans toute l' Union européenne ; ceux qui ne soutiennent pas ce rapport aujourd'hui doivent être condamnés .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'appréhender'), ('issues', 'problèmes')]	The setting up of an agency specifically created to address all legal and illegal immigration would be highly instrumental in tackling these issues in a comprehensive and integrated manner .	La création d' une agence spécifique pour toutes les questions d' immigration légale et illégale serait très utile pour appréhender ces problèmes de manière complète et intégrée .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'affronter'), ('issues', 'problèmes')]	The European Union must of course tackle these issues , including financial stability .	L' Union européenne doit naturellement affronter ces problèmes , y compris celui de la stabilité financière .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'aborder'), ('issues', 'questions')]	As the country prospers internationally , the gap between the rich and the poor within its borders is widening and I therefore support this report 's emphasis on tackling trade and development issues together .	Alors que ce pays prospère sur la scène internationale , le fossé entre les riches et les pauvres à l' intérieur de ses frontières ne cesse toutefois de se creuser et je comprends par conséquent l' insistance du rapport sur la nécessité d' aborder de front les questions liées au commerce et au développement .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'traitement'), ('tackling', 'des'), ('issues', 'questions')]	And in a sense , it comes into building the different elements of what we do well - the work we do on state-building , on justice , on the rule of law , the work we do on development programmes , the work we do on tackling the issues of climate change , the work that we do on providing support to governments and to people - all of that is engineered to make us more secure , stable and prosperous but actually , by doing so , we are creating a more secure , stable and prosperous world .	Et dans un sens , cela revient à construire les différents éléments de ce que nous faisons bien - le travail que nous faisons dans le renforcement de l' État , dans la justice , sur le respect du droit , le travail que nous accomplissons en ce qui concerne les programmes de développement , le travail que nous accomplissons sur le traitement des questions du changement climatique , le travail que nous accomplissons en apportant notre soutien aux gouvernements et aux populations - tout cela est conçu pour augmenter notre sécurité , notre stabilité et notre prospérité , mais en réalité , en faisant cela , nous créons un monde plus sûr , plus stable et plus prospère .
('tackle', 'issue')	('tackled', 'issues')	"[('issues', 'problèmes'), ('could', 'on'), ('be', 'pourra'), ('tackled', ""s'""), ('tackled', 'attaquer'), ('tackled', 'à')]"	Global issues such as terrorism and health threats could only be tackled through the multilateral international system , with the UN at its core .	On ne pourra s' attaquer utilement à des problèmes globaux comme le terrorisme et les endémies , pour ne prendre que ces deux exemples , que par le biais d' un système international multilatéral , articulé autour des Nations unies .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'questions'), ('will', 'seront'), ('be', 'seront'), ('tackled', 'abordées')]	In May 2006 , the Commission adopted a communication on decent work for all , which will be presented at the Commission Conference on Decent Work and Globalisation in December , where the issues will be tackled in a comprehensive framework .	En mai 2006 , la Commission a adopté une communication sur des conditions de travail décentes pour tous , laquelle sera présentée à l' occasion de la conférence de la Commission sur le travail décent et la mondialisation en décembre , où ces questions seront abordées dans un cadre global .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'régler'), ('issue', 'question')]	This demonstrates that the subject is of a global nature and the Commission believes that the best way to tackle this issue is to find global and coordinated solutions .	Cela prouve qu' il s' agit d' une question d' envergure mondiale et la Commission croit que le meilleur moyen de régler la question est de trouver des solutions mondiales et coordonnées .
('tackle', 'issue')	('tackle', 'issue')	[('issue', 'question'), ('have', 'aurons'), ('to', 'à'),('tackle', 'régler')]	As you have listened to the opinions here , you will agree with me that the most difficult issue we have to tackle is the issue of admissibility - how we can find a solution which would avoid the frustration of citizens , how we can protect EU values , and how we can keep this institute of the European Citizens ' Initiative serious and real .	Si vous avez écouté les avis exprimés ici , vous serez d' accord avec moi pour dire que la question la plus difficile que nous aurons à régler est celle de la recevabilité - comment trouver une solution qui évitera de décevoir les citoyens , comment protéger les valeurs de l' UE et comment faire pour que cette initiative citoyenne européenne reste sérieuse et réelle ?
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'résolution'), ('tackling', 'de'), ('issue', 'problématique')]	I voted in favour of this motion for a resolution , because we must ensure that both practical and moral priority be given to tackling the issue of human trafficking and the way in which this trafficking is used as a resource in the labour market .	J' ai voté pour cette proposition de résolution parce que nous devons veiller à ce que la priorité pratique et morale soit accordée à la résolution de la problématique de la traite des êtres humains et à la manière dont cette traite est utilisée comme ressource sur le marché du travail .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'aborder'), ('issues', 'problèmes')]	I would like to tackle some of the issues that were raised , in the couple of minutes I have been afforded .	J' aimerais profiter des quelques minutes qui m' ont été accordées pour aborder certains des problèmes soulevés lors de ce débat .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'répondre'), ('tackle', 'à'), ('issue', 'problème')]	What plans does the Presidency have to tackle this issue ?	Quelles mesures la Présidence entend -elle prendre en vue de répondre à ce problème ?
('tackle', 'issue')	('tackling', 'issue')	[('is', 'aborde'), ('tackling', 'aborde'), ('issue', 'question')]	The fifth question related to how the Commission is tackling the MIF issue for card payments .	La cinquième question est liée à la façon dont la Commission aborde la question des commissions d' interchange pour les paiements par carte .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'problèmes'), ('were', 'se'), ('were', 'soit'), ('tackled', 'attaquée'), ('tackled', 'à')]	Firstly , I would applaud the fact that at the G20 meeting , such important issues were tackled as sustainable economic growth , employment and potential climate change phenomena , which could threaten the habitability of our planet .	Tout d' abord , je me réjouis que la rencontre du G 20 se soit attaquée à des problèmes aussi importants que la croissance économique durable , l' emploi et les effets potentiels du changement climatique , qui menacent de rendre notre planète inhabitable .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'faire'), ('tackle', 'face'), ('tackle', 'à'), ('issues', 'problèmes')]	But before we have a true Community method to tackle these issues , we at least expect Member States to cooperate well among themselves .	Mais jusqu'à ce que nous ayons une véritable méthode communautaire en vue de faire face à ces problèmes , nous espérons au moins des États membres qu' ils coopèrent les uns avec les autres .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'aborder'), ('issues', 'questions')]	Our strategic partnership is strong , and this permits us to tackle all issues , including the most sensitive ones .	Notre partenariat stratégique est solide et nous permet d' aborder toutes les questions , en ce compris les plus sensibles .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'résolution'), ('tackle', 'de'), ('issues', 'problèmes')]	It seems that there is a lack of political will on an EU level to provide adequate resources to tackle these issues in a fair manner .	Il ne semble pas y avoir de volonté politique suffisante à l' échelon européen pour fournir des ressources adéquates à la résolution de ces problèmes d' une manière équitable .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'faire'), ('tackle', 'face'), ('tackle', 'aux'), ('issues', 'problèmes')]	It is only by unlocking people 's imaginations that we can tackle the major issues facing us today , such as climate change , social exclusion , demographic change and unemployment .	C' est uniquement en libérant l' imagination des gens que nous pourrons faire face aux problèmes majeurs auxquels nous sommes confrontés aujourd'hui , tels que le changement climatique , l' exclusion sociale , le changement démographique et le chômage .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'régler'), ('issues', 'questions')]	In particular , if it is to contribute effectively to the development of a single , competitive , energy market , the Agency needs more powers to tackle cross-border issues and encourage effective cooperation between transmission system operators ( TSOs ) and national regulatory authorities ( NRAs ) .	En outre , si nous souhaitons contribuer de manière efficace au développement d' un marché de l' énergie unique et compétitif , il semble évident que l' Agence devra disposer de davantage de pouvoirs afin de régler les questions transfrontalières et d' encourager la coopération efficace entre les gestionnaires de réseau de transport ( GRT ) et les autorités réglementaires nationales ( ARN ) .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'questions'), ('to', 'à'), ('be', 'à'), ('tackled', 'aborder')]	The priority issues to be tackled in the review are , therefore , the harmonisation and extension of the scope of the directive , further harmonisation and more predictability of the cap-setting and allocation process -- including consideration of competitiveness , more robust compliance and enforcement of the rules and the linking to trading schemes in third countries and increased involvement of developing countries .	Les questions prioritaires à aborder dans la révision sont donc l' harmonisation et l' extension du champ d' application de la directive , la poursuite de l' harmonisation et le renforcement de la prévisibilité du processus de fixation des plafonds et d' allocation , prenant en considération notamment la compétitivité , un respect et une application plus solides des règles et du lien avec les systèmes d' échange dans les pays tiers , ainsi qu' une implication accrue des pays en développement .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'règlera'), ('issue', 'question')]	We must ensure that any EU directive tackling this issue contains no loopholes and that it is satisfactorily implemented in all member states .	Nous devrons veiller à que la directive européenne qui règlera cette question ne contienne pas d' échappatoire et à ce qu' elle soit appliquée correctement dans tous les États membres .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'enrayer'), ('issue', 'problème')]	It is true , as you rightly pointed out , that China is still a major source of counterfeited cigarettes , so we have to work in close cooperation with them in order to tackle this issue .	Il est vrai , comme vous l' avez remarqué , que la Chine est la principale source de cigarettes de contrefaçon , nous devons donc travailler en étroite coopération avec elle afin d' enrayer ce problème .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'questions'), ('can', 'peuvent'), ('be', 'être'), ('tackled', 'réglées')]	There is also an instinctive sense that these issues can only be tackled effectively at European level .	Il existe également le sentiment instinctif que ces questions ne peuvent être réglées de manière efficace qu' au niveau européen .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'régler'), ('issues', 'problèmes')]	It is for that reason that the Commission has suggested that the participation in the human rights consultations should be widened to include not only diplomats but also experts from line ministries and agencies responsible for tackling these issues on the ground .	C' est pour cette raison que la Commission a suggéré que la participation aux consultations sur les droits de l' homme soit élargie afin d' y inclure non seulement les diplomates mais aussi les experts des ministères concernés et des agences chargées de régler ces problèmes sur le terrain .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'questions'), ('to', 'à'), ('be', 'à'), ('tackled', 'traiter')]	The request for the Commission to draw up an action plan to define the issues to be tackled deserves careful consideration .	Le souhait de voir la Commission élaborer un plan d' action en vue de déterminer les questions à traiter mérite d' être étudié attentivement .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'enrayer'), ('issue', 'problème')]	Does the Commission have any plans to enable , or indeed force , Member States to increase their checks at external EU borders , in order to tackle the issue of customs fraud ?	La Commission a-t -elle élaboré un plan pour permettre aux États membres d' intensifier les contrôles aux frontières extérieures de l' Union européenne , voire les y forcer , afin d' enrayer le problème de la fraude douanière ?
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'aborder'), ('issues', 'questions')]	Our strategic partnership is strong , which permits us to tackle all issues , including the most sensitive ones .	Notre partenariat stratégique est solide , ce qui nous permet d' aborder toutes les questions , y compris les plus délicates .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'résolution'), ('tackling', 'de'), ('issue', 'question')]	Within the framework of its legislative proposal , the Commission will therefore include a biofuel sustainability scheme designed to ensure that the biofuel sector plays its part in tackling this issue .	Dans le cadre de sa proposition de législation , la Commission inclura dès lors un programme de durabilité des biocarburants , pour veiller à ce que le secteur des biocarburants joue son rôle dans la résolution de cette question .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'aborder'), ('issues', 'sujets')]	Having such a strong strategic partnership would and does definitely permit us to tackle all issues , including the most sensitive ones .	Ce solide partenariat stratégique devrait nous permettre , et nous permet sans aucun doute , d' aborder tous les sujets , même les plus sensibles .
