pair	inflected_pair	alignments	Source Language	Target Language
('address', 'problem')	('addressing', 'problem')	[('addressing', 'résoudre'), ('problem', 'problème')]	I feel that emission charging and emission trading licenses is an appropriate way of addressing the problem .	J' estime que la taxation des émissions et le commerce des licences d' émission sont une bonne manière de résoudre le problème .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'stimuler'), ('debate', 'débat')]	The Commission is convinced that Parliament will help to stimulate this debate as usual in institutional matters .	La Commission est convaincue que le Parlement l' aidera à stimuler ce débat , comme il le fait généralement dans les dossiers institutionnels .
('address', 'problem')	('addressed', 'problems')	[('addressed', 'ont'), ('addressed', 'abordé'), ('problems', 'problèmes')]	The undertakings given by Mauritania have , in the Commission 's opinion , addressed all the main problems that the country is facing .	De l' avis de la Commission , les promesses faites par la Mauritanie ont abordé tous les problèmes majeurs auxquels ce pays doit faire face .
('address', 'question')	('address', 'questions')	[('address', 'aborder'), ('questions', 'questions')]	I hope they can address the issue of hostages and detainees , as well as other pressing questions of violence , access and finances .	J' espère qu' ils pourront aborder le problème des otages et des détenus , ainsi que d' autres questions pressantes relatives à la violence , à l' accès et aux finances .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	Let me make a few strategic remarks at the outset .	Permettez -moi de faire quelques remarques stratégiques pour commencer .
('make', 'remark')	('make', 'remarks')	[('make', 'dire'), ('remarks', 'mots')]	I am honoured by the opportunity to make a few remarks .	Je suis honorée de l' occasion qui m' est offerte de dire quelques mots .
('address', 'problem')	('address', 'problem')	"[('address', ""s'""), ('address', 'attaquer'), ('address', 'à'), ('problem', 'problème')]"	-- Achieving a European common policy on immigration and asylum is undoubtedly a priority , although the Member States have so far shown varying degrees of willingness to address the problem .	- Il est clair que la mise en place d' une politique commune européenne en matière d' immigration et d' asile est une priorité , même si la volonté affichée jusqu’à présent par les États membres en vue de s' attaquer à ce problème varie .
('address', 'problem')	('address', 'problems')	[('address', 'aborder'), ('problems', 'problèmes')]	Indeed , our challenge has been to balance the necessity to help the segments most affected by high oil prices with the need to address long-term structural problems .	En réalité , notre défi était d' équilibrer la nécessité d' aider les segments les plus touchés par la hausse des prix du pétrole et celle d' aborder les problèmes structurels à long terme .
('make', 'remark')	('make', 'remarks')	[('will', 'ferai'), ('make', 'ferai'), ('remarks', 'remarques')]	I will also make a few remarks about relations between the European Union and Russia .	Je ferai également quelques remarques sur les relations entre l' Union européenne et la Russie .
('pose', 'question')	('posed', 'question')	[('question', 'question'), ('posed', 'posée')]	Concerning the great question posed by Mr Radwan and others about this question of convergence and equivalence , let us see where we are in the few short years hence .	En ce qui concerne la grande question posée par M. Radwan et d' autres à propos de convergence et d' équivalence , je propose que nous nous arrêtions dans quelques années afin de faire le point .
('address', 'question')	('address', 'question')	[('address', 'répondre'), ('address', 'à'), ('question', 'question')]	I will not try to address every question separately ; that would be an impossible task , given my limited speaking time .	Je ne vais pas essayer de répondre à chaque question séparément , mon temps de parole limité ne me le permet pas .
('address', 'problem')	('address', 'problem')	[('address', 'répondre'), ('address', 'à'), ('problem', 'problème')]	But it is not yet possible to address the problem on a wider scale through the normal regulatory process .	Il n' est cependant pas encore possible de répondre plus amplement à ce problème par le processus législatif normal .
('organise', 'production')	('organise', 'production')	[('organise', 'organiser'), ('production', 'production')]	I take this very seriously indeed , because I do not want my actions , as agreed by the Member States , to have the effect of making a bad situation worse by further disrupting or undermining the ability of companies to plan ahead and to organise their production , which , of course , is hampered if supply and production chains are undermined or disrupted by interventions such as these .	En effet , je prends cela très au sérieux , car je ne veux pas que les mesures que je prends , après approbation par les États membres , aient pour conséquence une aggravation de la situation en faussant ou en réduisant la capacité des entreprises à planifier et à organiser leur production , qui , bien entendu , se voit entravée si les chaînes d' approvisionnement et de production sont ébranlées ou interrompues par des interventions comme celles-là .
('make', 'remark')	('make', 'remarks')	[('make', 'formuler'), ('remarks', 'remarques')]	on behalf of the Verts/ALE Group . - ( DE ) Mr President , ladies and gentlemen , as foreign and security policy coordinator for the Group of the Greens/European Free Alliance , I should like to make a number of critical remarks .	au nom du groupe des Verts / ALE . - ( DE ) Monsieur le Président , Mesdames et Messieurs , en tant que coordinatrice de la politique étrangère et de sécurité pour le groupe des Verts / Alliance libre européenne , je voudrais formuler plusieurs remarques critiques .
('make', 'remark')	('make', 'remark')	[('make', 'fais'), ('remark', 'remarque')]	If so , I make a further remark in closing my decision .	Si tel est le cas , je fais une remarque supplémentaire lors de la clôture de ma décision .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('have', 'ont'), ('been', 'été'), ('made', 'faites')]	It is not possible for me to cover all the remarks that have been made , but let me address some of the issues .	Il ne m' est pas possible de couvrir toutes les remarques qui ont été faites , mais permettez -moi me pencher sur quelques-uns des thèmes abordés .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('be', 'être'), ('addressed', 'abordé')]	However , the problem can not be addressed from that angle .	Il faut toutefois noter que le problème ne peut être abordé sous un angle aussi direct .
('address', 'problem')	('address', 'problems')	[('address', 'résoudre'), ('problems', 'problèmes')]	To a certain extent , patient mobility can address some of these problems , but this is not always the solution .	Dans une certaine mesure , la mobilité des patients peut résoudre certains de ces problèmes , mais ce n' est pas toujours la solution .
('make', 'remark')	('make', 'remark')	[('make', 'formuler'), ('remark', 'remarque')]	I should like to make a personal remark .	Je voudrais formuler une remarque personnelle .
('stimulate', 'debate')	('stimulating', 'debate')	[('stimulating', 'promotion'), ('stimulating', 'du'), ('debate', 'débat')]	The European Parliament and civil society actors have traditionally played a crucial role in both supporting the abolitionist efforts of the European Union and in stimulating the debate on the means to enhance our policy .	Le Parlement européen et les acteurs de la société civile jouent traditionnellement un rôle crucial en termes de soutien apporté aux efforts abolitionnistes et de promotion du débat sur les moyens d' améliorer notre politique consentis par l' Union européenne .
('address', 'problem')	('address', 'problems')	[('address', 'traiter'), ('problems', 'problèmes')]	Accordingly , my departments are now examining the costs and benefits of such a statute , as well as alternative measures to address the problems at stake .	Par conséquent , mes services examinent actuellement le coût et les avantages de ce statut , de même que les mesures alternatives permettant de traiter les problèmes existants .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('has', 'a'), ('addressed', 'traité')]	This is a problem that has never been addressed with the urgency it deserves , despite the fact that a country of Malta 's size lends itself more easily to the development of creative alternatives .	Ce problème n' a jamais été traité avec l' urgence requise , même si la taille de Malte lui permet de se prêter plus facilement à l' élaboration d' alternatives créatives .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'générer'), ('debate', 'débat')]	With the Green Paper , the Commission intends to stimulate a debate over the use of trade defence instruments in Europe : countervailing , anti-dumping and safeguard measures .	Avec le livre vert , la Commission a l' intention de générer un débat sur l' utilisation d' instruments de défense commerciale en Europe : mesures de compensation , antidumping et de sauvegarde .
('address', 'problem')	('address', 'problem')	[('address', 'solution'), ('address', 'à'), ('address', 'donner'), ('address', 'au'), ('problem', 'problème')]	, in writing . - ( HU ) In spite of increasing evidence pointing to the fact that natural energy sources have been used irrationally and excessively , and that daily life has become part of the worry about the sustainability of the natural environment , today humanity , and especially political leaders , lack a clear conception of how to address the problem .	, par écrit . - ( HU ) Malgré les preuves de plus en plus évidentes de l' exploitation irrationnelle et excessive des sources naturelles d' énergie et le fait que la vie quotidienne fasse partie des préoccupations relatives à la durabilité de l' environnement naturel , aujourd'hui l' humanité , et surtout les responsables politiques , manquent d' une conception claire de la solution à donner au problème .
('make', 'remark')	('made', 'remarks')	[('made', 'avaient'), ('made', 'tenu'), ('remarks', 'propos')]	We hear some criticisms of your first year in government , but we recall the faint hearts who made similarly dismissive remarks about your first year at the Commission .	Votre première année au gouvernement est critiquée , mais cela nous rappelle les pusillanimes qui avaient aussi tenu des propos dédaigneux sur votre première année à la Commission .
('address', 'question')	('addressed', 'question')	[('question', 'question'), ('be', 'être'), ('addressed', 'abordée')]	At the same time as being fair and credible we can be firm and rigorous , and we can expect Turkey to carry out reforms and respect citizens ' rights so that , for instance , the Kurdish question can be addressed or women 's rights , trade union rights and freedom of expression can be enhanced in Turkey thanks to the credible prospect of EU accession .	Tout en étant honnêtes et crédibles , nous pouvons nous montrer stricts et rigoureux et nous attendons de la Turquie qu' elle procède à des réformes et respecte les droits des citoyens pour que la question kurde , par exemple , puisse être abordée ou que les droits des femmes , les droits des syndicats et la liberté d' expression puissent progresser en Turquie grâce à la perspective crédible de l' adhésion à l' Union européenne .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'approche'), ('addressing', 'des'), ('problems', 'problèmes')]	I fully support the Presidency in calling for a ' dispassionate dialogue on the matter ' , addressing the problems ' in a spirit of understanding and mutual respect ' .	"Je soutiens totalement l' appel de la présidence à un "" dialogue impartial sur la question "" , et à une approche des problèmes "" dans un esprit de compréhension et de respect mutuel "" ."
('address', 'problem')	('address', 'problem')	[('address', 'résoudre'), ('problem', 'problème')]	On the basis of this report we have considered that the best way to address the problem is to add incentives to increase the number of producer organisations in the new Member States , which is what we did in our original proposal .	Sur la base du présent rapport , nous avons conclu que le meilleur moyen de résoudre ce problème était d' ajouter des mesures visant à encourager l' accroissement du nombre d' organisations de producteurs dans les nouveaux États membres , ce que nous avons fait dans notre proposition initiale .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('that', 'exprimées'), ('have', 'exprimées'), ('been', 'exprimées'), ('made', 'exprimées')]	As I say , it has been very balanced , and I will certainly ensure that I and my services take into account fully the remarks and observations that have been made by Members of this House this evening .	Comme dit précédemment , il s' est distingué par son équilibre , et je ferai très certainement en sorte que mes services et moi-même tenions dûment compte des remarques et observations exprimées par les députés européens ce soir .
('address', 'problem')	('address', 'problems')	[('address', 'aborder'), ('problems', 'problèmes')]	It is our duty to address the problems of the poorest in Europe .	Nous avons l' obligation d' aborder les problèmes des plus pauvres d' Europe .
('pose', 'question')	('posing', 'questions')	[('am', 'posé'), ('posing', 'posé'), ('questions', 'questions')]	Why am I posing so many questions now ?	Pourquoi posé -je autant de questions maintenant ?
('damage', 'confidence')	('damaged', 'confidence')	[('confidence', 'confiance'), ('will', 'se'), ('will', 'retrouvera'), ('be', 'se'), ('be', 'retrouvera'),('damaged', 'en'), ('damaged', 'lambeaux')]	And I do hope that the reform aspect that we have really tried to promote will go on in the future , otherwise confidence in the Georgian Government will be very much damaged if the current crisis can not be solved in a democratic way .	Et j' espère que la réforme que nous avons déjà tenté de promouvoir se poursuivra dans le futur , autrement , la confiance dans le gouvernement géorgien se retrouvera en lambeaux si la crise actuelle ne peut être résolue par des voies démocratiques .
('address', 'question')	('addressed', 'questions')	[('questions', 'questions'), ('are', 'abordons'), ('addressed', 'abordons')]	As far as transatlantic cooperation is concerned , we maintain regular contact with the United States authorities responsible for monitoring safe harbour - the Department of Commerce and the Federal Trade Commission - in the context of which questions relating to the protection of personal data are addressed .	En ce qui concerne la coopération transatlantique , nous entretenons des contacts réguliers avec les autorités américaines compétentes en matière de sécurité - le ministère du commerce et la commission fédérale du commerce - , dans le cadre desquels nous abordons les questions relatives à la protection des données à caractère personnel .
('invest', 'money')	('invest', 'money')	[('invest', 'investir'), ('money', 'NULL')]	Our aim should be to put Europe 's money where its mouth is , to invest money in high-voltage solar thermal power generation and political capital in the human relations across the Mediterranean Sea to make it possible .	Notre objectif devrait être d' utiliser les fonds de l' Europe conformément à nos paroles , d' investir dans la production d' électricité solaire thermique à haute tension et d' utiliser notre capital politique dans les relations humaines transméditerranéennes pour rendre cette approche possible .
('address', 'problem')	('address', 'problems')	[('fails', 'est'), ('to', 'est'),  ('address', 'est'), ('fails', 'muette'), ('to', 'muette'), ('address', 'muette'), ('fails', 'sur'), ('to', 'sur'), ('address', 'sur'), ('problems', 'problèmes')]	However , it falls short in providing some safeguards relating to refugee and human rights , and fails to address the specific needs and problems of Member States like Malta , which are being affected to a disproportionate degree relative to their size , population and resources .	Cependant , elle ne parvient pas à fournir des garanties concernant les droits de l' homme et le droit des réfugiés et est muette sur les besoins et problèmes spécifiques d' États membres , comme Malte , qui sont affectés de manière disproportionnée eu égard à leur taille , à leur population et à leurs ressources .
('address', 'problem')	('address', 'problems')	[('address', 'remédier'), ('address', 'aux'), ('problems', 'problèmes')]	The reason for that is the depth of the analysis that had to go into the proposal , to guarantee that it is a really effective instrument to address the severe problems the sector is facing .	La raison en est simple : cette proposition a en effet nécessité une analyse particulièrement approfondie afin de s' assurer de l' efficacité de l' instrument proposé pour remédier aux graves problèmes auquel se heurte ce secteur .
('address', 'problem')	('address', 'problem')	[('address', 'nous'), ('address', 'attaquer'), ('address', 'aux'), ('problem', 'racines'), ('problem', 'du'), ('problem', 'problème')]	This is why I need to make it abundantly clear that we need to really address the problem .	C' est pourquoi nous devons affirmer haut et fort que nous allons nous attaquer aux racines du problème .
('address', 'problem')	('address', 'problem')	[('address', 'remédier'), ('address', 'à'), ('problem', 'situation')]	Concerning the Irish court ruling , we shall analyse how the definition of workers as self-employed potentially impacts on the application of this measure , and will seek a solution in order to address the specific problem concerning Ireland .	En ce qui concerne l' arrêt du tribunal irlandais , nous analyserons l' impact potentiel de la définition des pêcheurs indépendants sur l' application de cette mesure et nous rechercherons une solution spécifique pour remédier à la situation en Irlande .
('address', 'problem')	('addressed', 'problems')	[('will', 'en'), ('will', 'apportant'), ('will', 'une'), ('will', 'réponse'), ('will', 'aux'), ('have', 'en'), ('have', 'apportant'), ('have', 'une'), ('have', 'réponse'), ('have', 'aux'), ('addressed', 'en'), ('addressed', 'apportant'), ('addressed', 'une'), ('addressed', 'réponse'), ('addressed', 'aux'), ('problems', 'problèmes')]	We will have a real effective reduction of capacity but at the same time we will also have properly addressed the fuel problems .	Nous obtiendrons de la sorte une véritable diminution de la capacité tout en apportant une réponse aux problèmes liés au carburant .
('address', 'problem')	('address', 'problem')	[('problem', 'problèmes'), ('address', 'résoudre')]	But it highlighted to me , in a simplified form , the problem that we are trying to address with this revision : as Commissioner Mandelson said , a revision that goes back some 20 years or more .	Mais cet épisode m' a montré clairement les problèmes que nous essayons de résoudre par cette révision : comme l' a dit Monsieur le Commissaire Mandelson , il s' agit d' une révision qui remonte à 20 ans ou plus .
('make', 'remark')	('make', 'remarks')	[('make', 'en'), ('make', 'formulant'), ('remarks', 'remarques')]	Allow me also to make a couple of final remarks in that introductory statement .	Permettez -moi de clôturer cette introduction en formulant plusieurs remarques .
('address', 'problem')	('address', 'problem')	[('address', 'traiter'), ('problem', 'problème')]	I warmly welcome the comprehensive report which calls upon all Member States to address the problem in question with utmost seriousness .	Je salue chaleureusement ce rapport complet qui demande à tous les États membres de traiter le problème en question avec le plus grand sérieux .
('address', 'problem')	('addressing', 'problem')	[('addressing', 'faire'), ('addressing', 'face'), ('addressing', 'à'), ('problem', 'problème')]	The full implementation of the anti-corruption programme and action plan is key to addressing this serious problem .	La mise en oeuvre complète du programme et du plan d' action de lutte contre la corruption est essentielle pour faire face à ce problème grave .
('attract', 'worker')	('attract', 'workers')	[('attract', 'attirer'), ('workers', 'professionnels')]	The solution can not simply be to attract health workers from developing countries , where the shortage is even greater .	La solution ne peut pas simplement consister à attirer les professionnels de la santé des pays en développement , où la pénurie est encore plus importante .
('address', 'problem')	('address', 'problem')	[('address', 'aborder'), ('problem', 'problème')]	These include , for example , the question of how we can create the right work environment for workers in order to keep them in their home countries and , also , how we address the very serious problem of the brain drain .	Il s' agit , par exemple , de la question de savoir comment nous pouvons créer un milieu de travail adéquat pour les travailleurs afin de les maintenir dans leur pays d' origine et , également , comment aborder le grave problème de la fuite des cerveaux .
('make', 'remark')	('make', 'remarks')	[('make', 'formuler'), ('remarks', 'remarques')]	author . - Mr President , before we vote on the resolution I tabled on the accession process for the former Yugoslav Republic of Macedonia , I wish to make three technical remarks so that everybody can decide on the correct texts .	auteur . - ( EN ) Monsieur le Président , avant la mise aux voix de la résolution que j' ai déposée sur le processus d' adhésion de l' ancienne République yougoslave de Macédoine , je voudrais formuler trois remarques d' ordre technique afin que tout le monde puisse se prononcer sur les textes corrects .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'), ('address', 'affronter')]	What I really appreciate today is that all of us recognise that we have a problem and that we are ready to address this problem .	Je suis particulièrement satisfaite aujourd'hui de voir que nous reconnaissons avoir un problème et que nous sommes prêts à l' affronter .
('address', 'problem')	('addressed', 'problems')	[('problems', 'problèmes'), ('be', 'être'), ('addressed', 'traités')]	I hope now that the myriad problems created by the various Spanish authorities will be addressed and that such will be promptly resolved in the best interests of my constituents .	J' espère maintenant que les innombrables problèmes causés par les différentes autorités espagnoles pourront être traités et résolus rapidement dans le meilleur intérêt de mes électeurs .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	I would now like to make a few remarks on the external security part of the new agreement , where the Presidency also plays a role in the negotiations .	Permettez -moi à présent de faire quelques remarques sur le volet du nouvel accord relatif à la sécurité extérieure , pour lequel la présidence joue aussi un rôle aussi dans les négociations .
('address', 'problem')	('addressed', 'problem')	[('addressed', 'abordait'), ('problem', 'problème')]	in writing . - ( DA ) We voted in favour of the report on educating the children of immigrants , as the report addressed a current and relevant problem .	par écrit . - ( DA ) Nous avons voté en faveur du rapport sur l' éducation des enfants des migrants , dans la mesure où ce rapport abordait un problème actuel et pertinent .
('address', 'problem')	('address', 'problem')	[('address', 'combattre'), ('problem', 'problème')]	I think most European consumers would be genuinely shocked to realise that the EU does not already have in place legislation against illegal logging , and I suspect that all those who concluded , in response to the Commission 's own consultation , that legislation was the only way to really address the problem would not see the particular proposals by the Commission , the due-diligence system on its own , as sufficient to be able to address the problems that we face .	J' estime que la plupart des consommateurs européens seraient vraiment choqués de se rendre compte qu' il n' existe pas encore de législation luttant contre l' exploitation clandestine des forêts , et je soupçonne que toutes les personnes qui ont conclu , en réponse à la propre consultation de la Commission , que la législation était le seul moyen de combattre ce problème ne considéreraient pas les propositions spécifiques de la Commission , le seul système de la diligence raisonnable , comme suffisantes pour pouvoir aborder les problèmes auxquels nous sommes confrontés .
('address', 'problem')	('address', 'problems')	[('address', 'aborder'), ('problems', 'problèmes')]	I think most European consumers would be genuinely shocked to realise that the EU does not already have in place legislation against illegal logging , and I suspect that all those who concluded , in response to the Commission 's own consultation , that legislation was the only way to really address the problem would not see the particular proposals by the Commission , the due-diligence system on its own , as sufficient to be able to address the problems that we face .	J' estime que la plupart des consommateurs européens seraient vraiment choqués de se rendre compte qu' il n' existe pas encore de législation luttant contre l' exploitation clandestine des forêts , et je soupçonne que toutes les personnes qui ont conclu , en réponse à la propre consultation de la Commission , que la législation était le seul moyen de combattre ce problème ne considéreraient pas les propositions spécifiques de la Commission , le seul système de la diligence raisonnable , comme suffisantes pour pouvoir aborder les problèmes auxquels nous sommes confrontés .
('address', 'problem')	('address', 'problems')	[('problems', 'problèmes'), ('address', 'traiter')]	But we can only work by virtue of the people who come to us with problems and address them and their particular needs .	Mais nous ne pouvons travailler que grâce aux personnes qui nous adressent leurs problèmes , et traiter ceux-ci ainsi que leurs besoins particuliers .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('was', 'a'), ('was', 'été'), ('made', 'formulée')]	One of the remarks that have been made by several members is about the fact that a lot of Member States are in fact backtracking on their Official Development Assistance ( ODA ) engagements .	L' une des remarques qui a été formulée par plusieurs députés est le fait qu' un grand nombre d' État membres reviennent sur leurs engagements en faveur de l' aide publique au développement ( APD ) .
('address', 'question')	('addressed', 'question')	[('have', 'avons'), ('addressed', 'posé'), ('question', 'question')]	Therefore we have addressed this question , and I am very happy that in the summer , we received a letter from Commissioner Barrot expressing the European Commission 's concern about this law , saying that the European Commission will keep a very close eye on it and make sure that any national legislation is in line with European legislation and principles .	C' est la raison pour laquelle nous avons posé cette question , et j' ai été très satisfaite de voir qu' au cours de l' été , nous avons reçu un courrier du commissaire Barrot dans lequel il exprime ses préoccupations au sujet de cette loi , déclarant que la Commission européenne entendait bien la surveiller de près et veiller à la conformité de toute législation nationale au droit et aux principes européens .
('address', 'problem')	('address', 'problems')	[('address', 'résoudre'), ('problems', 'problèmes')]	I am in favour of all other efforts in terms of the combined platforms you have suggested to address the problems we face .	Je suis favorable à tous les autres efforts relatifs aux plates-formes combinées que vous avez proposées pour résoudre les problèmes auxquels nous sommes confrontés .
('address', 'question')	('address', 'question')	[('will', 'abordera'), ('address', 'abordera'), ('question', 'question')]	We will , however , prepare a final assessment once the final rule on ESTA has been published , and this evaluation will also address the question of the ESTA fee if the fee is really put into place .	"Nous allons tout de même préparer une évaluation finale , une fois que la "" Final rule "" sur l' ESTA aura été publiée , et cette évaluation abordera également la question de la taxe ESTA , si celle-ci est véritablement appliquée ."
('make', 'remark')	('made', 'remarks')	[('have', 'ont'), ('made', 'fait'), ('remarks', 'commentaires')]	I also thank those that have made constructive critical remarks about the work of the Ombudsman .	Je remercie également ceux qui ont fait des commentaires critiques constructifs concernant le travail du médiateur .
('make', 'remark')	('make', 'remarks')	[('make', 'formuler'), ('remarks', 'remarques')]	I would like to make one or two remarks about some elements of my own report and particularly to highlight our negotiations with the Council - Mr President , unfortunately you have not had a chance to speak , but you were deeply involved in these - which achieved significant advances in the areas of data breach and particularly issues around the use of cookies and the rights that consumers have to refuse devices that may collect information on their computers .	Je voudrais formuler une ou deux remarques à propos de quelques éléments de mon rapport et je voudrais en particulier mettre l' accent sur les négociations que nous avons menées avec le Conseil - Monsieur le Président , vous n' avez malheureusement pas eu l' occasion de vous exprimer , mais vous avez largement contribué à ces négociations - , qui ont permis de progresser considérablement en ce qui concerne la violation de données à caractère personnel et , plus particulièrement , des questions liées à l' utilisation de cookies et aux droits des consommateurs de refuser des équipements qui peuvent recueillir des informations sur leur ordinateur .
('pose', 'question')	('pose', 'questions')	[('pose', 'poser'), ('questions', 'questions')]	Mr President , I particularly wanted to be here this evening because I think that this is Mrs Kuneva 's last opportunity to speak to us as Commissioner , and I wanted to pose two questions .	( EN ) Monsieur le Président , je tenais tout particulièrement à être là ce soir , car je pense que c' est la dernière fois que Mme Kuneva s' adresse à nous en qualité de commissaire et je voulais lui poser deux questions .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	Mr President , ladies and gentlemen , before turning to the debate , I would like to make some essential introductory remarks .	Monsieur le Président , Mesdames et Messieurs , avant d' entamer le débat , je voudrais faire quelques premières remarques essentielles .
('address', 'problem')	('address', 'problem')	[('address', 'remédier'), ('address', 'à'), ('problem', 'problème')]	In order to address this ongoing problem , the Council entered into an Interinstitutional Agreement in 2006 which obliged them to produce certification for those transactions for which they are responsible .	En vue de remédier à ce problème actuel , le Conseil a conclu un accord interinstitutionnel en 2006 qui les a obligés à produire les documents attestant des transactions dont ils sont responsables .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'résoudre'), ('problems', 'problèmes')]	Mr President , Commissioner , Mr President-in-Office , to start with the question of the enlargement strategy , I should like to say that , judging from enlargements to date and from how we approach new candidate countries , I think that the policy of the European Union does not always help in addressing the economic and social problems of the workers and of the societies which have acceded or will accede and , in numerous cases , assistance , financial and otherwise , is either inadequate or goes in the wrong direction and , as a result , regional and social equalities are either perpetuated or extended .	Monsieur le Président , Monsieur le Commissaire , Monsieur le Président en exercice du Conseil , pour commencer avec la question de la stratégie d' élargissement , je tiens à dire qu' à en juger par les élargissements précédents et par la manière dont nous abordons les nouveaux candidats , je pense que la politique de l' Union européenne ne contribue pas toujours à résoudre les problèmes économiques et sociaux des travailleurs et des sociétés qui ont adhéré ou adhéreront à l' UE et , bien souvent , l' assistance , qu' elle soit financière ou autre , n' est ni adéquate ni axée dans la bonne direction et , par conséquent , les inégalités régionales et sociales ne font que se perpétuer ou s' étendre .
('make', 'remark')	('make', 'remarks')	[('make', 'formuler'), ('remarks', 'remarques')]	Bosnia has been taken up by several people , such as Mrs Pack and Mr Swoboda , and let me just make a couple of remarks there .	La Bosnie a été évoquée , notamment par Mme Pack et par M. Swoboda , et j' aurais deux remarques à formuler à cet égard .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'résoudre'), ('problems', 'problèmes')]	None of the EU 's Member States are succeeding in addressing these problems on their own .	Aucun des États membres de l' Union européenne ne parvient à résoudre ces problèmes seul .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'),  ('address', 'y'), ('address', 'remédier')]	He is fully aware of the problem and he has shown us his determination to address it .	Il a pleinement conscience du problème et nous a montré sa détermination à y remédier .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'), ('address', 'régler')]	This is indeed a problem that we have to address in a spirit of global fairness .	Il s' agit effectivement d' un problème que nous devons régler dans un esprit d' équité mondiale .
('address', 'problem')	('addressing', 'problem')	"[('addressing', ""s'""), ('addressing', 'attaquer'), ('addressing', 'à'), ('problem', 'problème')]"	That is why the High Representative , Cathy Ashton , called for this extraordinary Council meeting , which was a very useful tool in addressing the problem .	C' est la raison pour laquelle la haute représentante , Cathy Ashton , a demandé cette réunion extraordinaire du Conseil , qui s' est avérée très utile en vue de s' attaquer à ce problème .
('make', 'remark')	('made', 'remark')	[('made', 'a'), ('made', 'fait'), ('remark', 'remarque')]	Mr Cashman made a remark with respect to discrimination .	M. Cashman a fait une remarque à propos de la discrimination .
('address', 'problem')	('address', 'problems')	[('will', 'traitera'), ('address', 'traitera'), ('problems', 'problèmes')]	Nevertheless , the Commission , in cooperation with the Member States , will examine the possibilities of how to further improve tax recovery assistance and address the eventual problems .	La Commission examinera néanmoins , en coopération avec les États membres , les possibilités d' améliorer encore l' assistance en matière de recouvrement des impôts , et traitera les problèmes éventuels .
('address', 'problem')	('address', 'problem')	[('address', 'vaincre'), ('problem', 'problème')]	We needed specific legislation to address this problem , as they have in the United States and in parts of Spain , and it works there very effectively .	Nous avions besoin d' une législation spécifique pour vaincre ce problème , à l' instar de ce que les États-Unis et certaines régions d' Espagne ont mis en place et qui fonctionne efficacement .
('make', 'remark')	('make', 'remark')	[('remark', 'remarque'), ('make', 'NULL')]	The second remark I would like to make concerns the support from the EU for the adoption by the plenary of the reports of the Universal Periodic Reviews concerning states that went through this process in December .	Ma seconde remarque concerne le soutien de l' UE à l' adoption en séance plénière des rapports des examens périodiques universels concernant les États qui ont suivi ce processus en décembre .
('make', 'remark')	('made', 'remarks')	[('remarks', 'aucuns'), ('are', 'insinuent'), ('made', 'insinuent')]	As is too often the case when rail accidents happen , remarks alleging a link between European rules or regulations and the accident are made .	Comme c' est trop souvent le cas lorsqu'un accident ferroviaire se produit , d' aucuns insinuent qu' un lien existe entre les règles ou règlements européens et l' accident .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	But I would just like to make some factual remarks .	Mais je souhaiterais faire quelques remarques factuelles .
('make', 'remark')	('make', 'remark')	[('make', 'faire'), ('remark', 'remarque')]	I would like to make one more remark about liberalisation and public services : these are two different things .	Je souhaiterais faire une dernière remarque à propos de la libéralisation et des services publics : ce sont deux choses différentes .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('have', 'ont'), ('been', 'été'), ('made', 'formulées')]	As is all too often the case when rail accidents happen , remarks alleging a link between European rules or regulations and the accidents have been made .	Comme cela arrive trop souvent lorsque des accidents ferroviaires se produisent , des remarques ont été formulées concernant un éventuel lien entre les règlements européens et les accidents survenus .
('make', 'remark')	('made', 'remarks')	[('made', 'formulé'), ('a', 'formulé'), ('remarks', 'remarques')]	Mr Nattrass made some very personal remarks against me before sneaking out of the Chamber without listening to the debate .	M. Nattrass a formulé quelques remarques très personnelles contre ma personne avant de s' éclipser sans se donner la peine d' assister au débat .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('will', 'sera'), ('be', 'sera'), ('addressed', 'abordé')]	As I have already told you at my hearing , that problem will be addressed in the upcoming revision of our customs legislation .	Comme je vous l' ai déjà dit au cours de mon audition , ce problème sera abordé lors de la révision à venir de notre législation douanière .
