pair	inflected_pair	alignments	Source Language	Target Language
('tackle', 'problem')	('tackled', 'problem')	[('problem', 'Problem'), ('be', 'werden'), ('tackled', 'bekämpft')]	Child obesity is a serious problem in Ireland and in Europe and this problem must be effectively tackled head-on .	Fettleibigkeit bei Kindern stellt in Irland und Europa ein ernstes Problem dar und muss wirksam und zielgerichtet bekämpft werden .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'bewältigen'), ('problems', 'Probleme')]	It is important that any new legislation in this area is based on sound evidence , not least to ensure that any future law brings forward specific and focused measures to tackle the problems .	Es muss gewährleistet sein , dass sich alle neuen Rechtsvorschriften in diesem Bereich auf solide Fakten stützen , nicht zuletzt um sicherzustellen , dass alle künftigen Gesetze spezifische und zielgerichtete Maßnahmen vorsehen , um diese Probleme zu bewältigen .
('find', 'way')	('find', 'way')	[('find', 'Suche'), ('find', 'nach'), ('way', 'Weg')]	I know that the European Parliament shares the commitment of the European Commission to give full support to the work of the German Presidency to find the right way forward .	Ich weiß , das Europäische Parlament setzt wie auch die Europäische Kommission alles daran , die Arbeit des deutschen Ratsvorsitzes bei der Suche nach dem richtigen Weg nach vorn nachhaltig zu unterstützen .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'Fragen'), ('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen'), ('be', 'werden')]	There is also an instinctive sense that these issues can only be tackled effectively at European level .	Dabei ist man sich instinktiv bewusst , dass diese Fragen nur auf europäischer Ebene effektiv in Angriff genommen werden können .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Bewältigung'), ('tackle', 'dieser'), ('problems', 'Probleme')]	You might ask why we are considering using only a recommendation in order to tackle these problems .	Sie könnten fragen , warum wir zur Bewältigung dieser Probleme lediglich an eine Empfehlung denken .
('find', 'way')	('find', 'ways')	[('find', 'Suche'), ('find', 'nach'), ('ways', 'Wegen')]	So , to continue to fight for democracy must be one of our basic tasks , and to find modern ways of engaging with citizens has to be a very important part of the declaration , to show that this is possible .	Deshalb muss eine unserer grundlegenden Aufgaben darin bestehen , den Kampf für die Demokratie fortzusetzen , und die Suche nach zeitgemäßen Wegen zur Einbeziehung unserer Bürger muss ein wichtiges Element der Erklärung sein , um zu zeigen , dass dies möglich ist .
('tackle', 'matter')	('tackle', 'matters')	[('tackle', 'abgedeckt'), ('tackle', 'werden'), ('matters', 'Themenbereich')]	Concerning political dialogue , these agreements will aim to tackle a wide range of matters , such as climate change , energy , migration and the fight against drugs .	Was den politischen Dialog betrifft , so soll mit diesen Abkommen ein großer Themenbereich abgedeckt werden , beispielsweise der Klimawandel , Energie , Migration und der Kampf gegen Drogen .
('tackle', 'problem')	('tackle', 'problems')	[('to', 'um'), ('to', 'anzugehen'), ('tackle', 'anzugehen'), ('problems', 'Probleme')]	With regard to state aid , it may be that regional investment aid is not the best instrument to tackle local problems in islands .	Was die staatlichen Beihilfen betrifft , sind regionale Investitionsbeihilfen vielleicht nicht das beste Instrument , um lokale Probleme auf den Inseln anzugehen .
('tackle', 'problem')	('tackled', 'problems')	[('problems', 'Hauptproblemen'), ('be', 'ist'), ('tackled', 'beizukommen')]	I believe that the islands ' main problems can be tackled more effectively with , for example , horizontal instruments .	Ich denke , dass den Hauptproblemen der Inseln zum Beispiel mit horizontalen Instrumenten wirksamer beizukommen ist .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'bewältigen'), ('problems', 'Probleme')]	Furthermore , regional operating aid is certainly not the best instrument to tackle the local problems of islands .	Außerdem sind regionale Betriebsbeihilfen sicher nicht das beste Instrument , um die lokalen Probleme von Inseln zu bewältigen .
('tackle', 'problem')	('tackled', 'problems')	[('problems', 'Hauptproblemen'), ('can', 'lässt'), ('be', 'lässt'), ('tackled', 'sich'), ('tackled', 'begegnen')]	As I mentioned in my opening remarks , the islands ' main problems can be tackled more effectively with horizontal instruments .	Wie ich in meinen einleitenden Bemerkungen schon ansprach , lässt sich den Hauptproblemen der Inseln wirksamer mit horizontalen Instrumenten begegnen .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'Lösung'), ('tackling', 'dieser'), ('issues', 'Probleme')]	It is for that reason that the Commission has suggested that the participation in the human rights consultations should be widened to include not only diplomats but also experts from line ministries and agencies responsible for tackling these issues on the ground .	Aus diesem Grund hat die Kommission angeregt , die Beteiligung an den Menschenrechtskonsultationen auszuweiten und nicht nur Diplomaten , sondern auch Sachverständige aus Fachministerien und Agenturen hinzuzuziehen , die für die Lösung dieser Probleme vor Ort zuständig sind .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'begegnen'), ('challenges', 'Herausforderungen')]	Only together , in a more effective way , can the European Union tackle the challenges of the globalised world .	Nur gemeinsam , und nur durch effektivere Arbeit , ist die Europäische Union in der Lage , den Herausforderungen der globalisierten Welt zu begegnen .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'Punkte'), ('tackled', 'sich'), ('tackled', 'mit'), ('tackled', 'befassen')]	The request for the Commission to draw up an action plan to define the issues to be tackled deserves careful consideration .	Die Forderung an die Kommission , einen Aktionsplan aufzustellen , der die Punkte enthält , mit denen sie sich befassen muss , ist einer eingehenden Überlegung wert .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Lösung'), ('tackle', 'dieses'), ('problem', 'Problems')]	That is why learning from each other across the 27 Member States , sharing best practice and finding common solutions can help us tackle the growing problem .	Deshalb kann es uns bei der Lösung dieses wachsenden Problems helfen , wenn wir 27 Mitgliedstaaten voneinander lernen , uns über bewährte Methoden austauschen und gemeinsame Lösungen suchen .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'in'), ('tackle', 'den'), ('tackle', 'Griff'), ('tackle', 'bekommen'), ('problems', 'Verschmutzungsprobleme')]	To tackle the pollution problems caused by these dangerous substances the Commission has proposed or adopted more than 30 Community acts since the Water Framework Directive was agreed .	Um die Verschmutzungsprobleme , die durch diese gefährlichen Stoffe verursacht werden , in den Griff zu bekommen , hat die Kommission seit der Verabschiedung der Wasserrahmenrichtlinie mehr als 30 Rechtsakte der Gemeinschaft vorgeschlagen bzw . angenommen .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'Angriff'), ('issue', 'Problem')]	The DAPHNE programme helps in tackling this issue across the EU and those who fail to support this report today should be condemned .	Das Programm DAPHNE hilft uns , dieses Problem EU-weit in Angriff zu nehmen , und wir sollten all jene verurteilen , die diesen Bericht nicht befürworten .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'angegangen'), ('tackle', 'werden'), ('problem', 'Problem')]	In deciding how to tackle this problem , it is essential to have a clear picture of the supply of and demand for palm oil .	Um entscheiden zu können , wie das Problem angegangen werden soll , muss man eine klare Vorstellung von Angebot und Nachfrage in diesem Bereich haben .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'Lösung'), ('tackling', 'dieses'), ('issue', 'Problems')]	Within the framework of its legislative proposal , the Commission will therefore include a biofuel sustainability scheme designed to ensure that the biofuel sector plays its part in tackling this issue .	Die Kommission wird im Rahmen ihres Legislativvorschlags deshalb einen Nachhaltigkeitsplan für Biokraftstoffe vorsehen , der gewährleisten soll , dass der Biokraftstoffsektor einen Beitrag zur Lösung dieses Problems leistet .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	Let us hope and pray that , for the sake of the American people as well as for the rest of the world , soon enough Mr Bush and his warmongering associates will also find their way out of office .	Lassen Sie uns hoffen und beten , dass - um des amerikanischen Volkes und der übrigen Welt willen - George W. Bush und seine kriegstreiberischen Verbündeten auch bald ihren Weg aus dem Amt finden .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'sich'), ('tackling', 'mit'), ('tackling', 'beschäftigen'), ('issue', 'NULL')]	The meeting due to take place in Gaza tomorrow between President Abbas and Prime Minister Olmert has unfortunately been cancelled , but at least the leaders of the G8 will tomorrow be tackling the issue of the Palestine-Israeli conflict , as we did at the G8 Foreign Ministers ' meeting .	Das Treffen , das morgen im Gazastreifen zwischen Präsident Abbas und Premierminister Olmert stattfinden sollte , wurde leider abgesagt . Zumindest aber werden sich morgen die Staats - und Regierungschefs der G8-Staaten mit dem Konflikt zwischen Palästina und Israel beschäftigen , so wie wir dies bereits bei der Zusammenkunft der G8-Außenminister getan haben .
('find', 'way')	('found', 'way')	[('way', 'Methode'), ('to', 'werden'), ('be', 'werden'), ('found', 'gefunden')]	Any restriction of the present legislation needs to be duly justified and proportionate ; the least intrusive way has to be found to serve this goal .	Jegliche Beschränkungen der aktuellen Rechtsvorschriften müssen ausreichend begründet werden und verhältnismäßig sein ; zur Erreichung dieses Ziels muss die schonendste Methode gefunden werden .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('ways', 'Wege')]	As I have said , we had to find ways not only to express tangibly the political will of all the institutions involved and the citizens , but also to do so in a legally sound way that would ensure that this will could face and withstand any challenges arising in the future .	Wie ich bereits sagte , mussten wir Wege finden , um nicht nur den politischen Willen aller beteiligten Organe und Bürger deutlich zum Ausdruck zu bringen , sondern dies auch auf rechtlich solide Art und Weise tun , um sicherzustellen , dass dieser Wille sämtlichen künftigen Herausforderungen gewachsen ist und sie bewältigen kann .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Möglichkeit')]	We are just trying to find the best possible way to make it legally sound to be able to withstand any challenges before the court .	Wir versuchen lediglich , die beste Möglichkeit zu finden , um ihn auf eine solide rechtliche Grundlage zu stellen , damit er vor den Gerichten standhalten kann .
('find', 'way')	('find', 'way')	[('find', 'haben'), ('find', 'gesucht'), ('way', 'Weg'), ('forward', 'aus')]	Anybody you speak to from the Palestinian area will tell you that it has always been the women and the children who have suffered most , but they have also been the most resilient in trying to find a way forward to challenge the failure to negotiate , the failure to respect and the failure to find a solution ; indeed , the failure of both Israel and Palestine to live up to their commitments , to agreements that they voluntarily signed up to , the failure of the United States of America and the European Union to live up to their commitments with regard to clear and open negotiations , the failure of other states bordering Israel and Palestine to take a more proactive and positive role with regard to , ultimately , achieving a two-state solution , which must be based on viability and equality .	Jeder , der aus Palästina kommt , wird Ihnen sagen , dass es immer die Frauen und Kinder waren , die am meisten gelitten haben , aber sie haben stets am zähesten nach einem Weg aus der Verhandlungssackgasse , aus der Missachtung und dem Scheitern von Lösungsansätzen gesucht ; ja dem Scheitern sowohl Israels als auch Palästinas , ihre Verpflichtungen zu erfüllen , Vereinbarungen , die sie freiwillig geschlossen haben ; dem Scheitern der USA und der Europäischen Union , ihre Zusagen in Bezug auf klare und offene Verhandlungen einzulösen ; dem Scheitern anderer , an Israel und Palästina angrenzender Staaten , im Bemühen um letztlich eine Zwei-Staaten-Lösung auf der Grundlage der Überlebensfähigkeit und Gleichheit eine proaktive und positive Rolle zu spielen .
('close', 'debate')	('closed', 'debate')	[('debate', 'Aussprache'), ('closed', 'geschlossen')]	The debate is closed , and the vote will take place shortly .	Die Aussprache ist geschlossen ; die Abstimmung findet in Kürze statt .
('tackle', 'issue')	('tackled', 'issues')	[('issues', 'Fragen'), ('will', 'werden'), ('be', 'werden'), ('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen')]	There are different systems in different Member States so we do not always agree on a common approach , but at least the first step will be taken and many issues like information for patients and other aspects of patients ' rights will be tackled through the healthcare initiative .	Die Systeme der einzelnen Mitgliedstaaten sind unterschiedlich , und deshalb finden wir nicht immer einen gemeinsamen Ansatz , aber zumindest wird der erste Schritt getan , und viele Fragen , wie die Informationen für Patienten und andere Aspekte der Patientenrechte , werden im Rahmen der Initiative zur Gesundheitsfürsorge in Angriff genommen werden .
('close', 'debate')	('close', 'debate')	[('close', 'Abschluss'), ('close', 'der'), ('debate', 'Aussprache')]	I would like to remind you that the Raimon Obiols i Germà and Charles Tannock report will be put to the vote tomorrow morning , and that the texts submitted to close the debate on the Council and Commission statements will be put to the vote in Brussels on 29 November 2007 .	Ich möchte Sie daran erinnern , dass die Abstimmung über den Bericht von Raimon Obiols i Germà und Charles Tannock morgen früh stattfindet und dass die Abstimmung über die zum Abschluss der Aussprache über die Erklärungen des Rates und der Kommission eingereichten Texte am 29 . November 2007 in Brüssel stattfindet .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'anzugehen'), ('issue', 'Problem')]	This package represents an opportunity for Europe to show itself at its best : tackling an issue of fundamental long-term importance ; using the European Union 's continental scale to best effect ; turning political consensus into practical action .	Mit diesem Paket hat Europa die Gelegenheit , sich von seiner besten Seite zu zeigen : ein Problem von grundlegender und langfristiger Bedeutung anzugehen ; die Schlagkraft der Europäischen Union europaweit bestmöglich zu nutzen ; und politischen Konsens in praktische Maßnahmen zu überführen .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	Among other things , we wanted to find a way to enable women to have the number of children that women said they wanted .	Wir wollten unter anderem einen Weg finden , der es den Frauen ermöglicht , so viele Kinder zu bekommen , wie sie sich wünschen .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'mit'), ('tackling', 'diesem'), ('issue', 'Problem'), ('issue', 'befasst')]	We must ensure that any EU directive tackling this issue contains no loopholes and that it is satisfactorily implemented in all member states .	Wir müssen sicherstellen , dass eine EU-Richtlinie , die sich mit diesem Problem befasst , keine Schlupflöcher enthält und in allen Mitgliedstaaten in zufriedenstellender Weise umgesetzt wird .
('tackle', 'issue')	('tackling', 'issues')	[('tackling', 'Lösung'), ('tackling', 'dieser'), ('issues', 'Fragen')]	The setting up of an agency specifically created to address all legal and illegal immigration would be highly instrumental in tackling these issues in a comprehensive and integrated manner .	Die Einrichtung einer Behörde , die sich speziell mit Problemen der legalen und illegalen Einwanderung beschäftigt , könnte der Schlüssel für eine umfassende und vollständige Lösung all dieser Fragen sein .
('find', 'way')	('finding', 'way')	[('finding', 'finden'), ('way', 'Möglichkeit')]	When the EU is once again in deadlock , we need to concentrate all our attention on finding a way to save the Treaty of Lisbon .	Jetzt , da die EU erneut in der Sackgasse steckt , müssen wir uns voll darauf konzentrieren , eine Möglichkeit zur Rettung des Vertrags von Lissabon zu finden .
('tackle', 'challenge')	('tackling', 'challenge')	[('Tackling', 'Bewältigung'), ('Tackling', 'des'), ('challenge', 'Problems')]	The Commission has presented its view on the cause of the recent rise in food prices in the recent communication ` Tackling the challenge of rising food prices : directions for EU action ' .	Ihre Sicht auf die Ursachen des jüngsten Anstiegs der Nahrungsmittelpreise hat die Kommission in ihrer neuesten Mitteilung `` Steigende Lebensmittelpreise - Ansätze der EU zur Bewältigung des Problems '' dargelegt .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'angegangen'), ('tackle', 'werden'), ('problems', 'Strukturprobleme')]	For these reasons , the Commission has proposed an emergency package of measures to tackle the immediate social and economic hardship triggered by the dramatic rise in the price of oil , while also tackling the underlying structural problems of the European fleet .	Aus diesen Gründen schlägt die Kommission ein Paket mit Dringlichkeitsmaßnahmen vor , mit dessen Hilfe die unmittelbaren sozialen und wirtschaftlichen Härten infolge des rasanten Ölpreisanstiegs ausgeglichen und gleichzeitig die inhärenten Strukturprobleme der europäischen Fischereiflotte angegangen werden sollen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'anpacken'), ('problem', 'Problem')]	We can say what the producers should produce , but this is not exactly how the Commission should tackle the problem .	Zwar können wir sagen , was die Hersteller produzieren sollen , aber so darf die Kommission das Problem eben nicht anpacken .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'zu'), ('tackle', 'einigen'), ('tackle', 'sprechen'), ('issues', 'Fragen')]	I would like to tackle some of the issues that were raised , in the couple of minutes I have been afforded .	In den wenigen Minuten , die mir gegeben wurden , möchte ich zu einigen der hier aufgeworfenen Fragen sprechen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'lösen'), ('problem', 'Problem')]	In an effort to tackle this problem of divergent views , the idea of a joint fact-finding mission by the presidency and the Commission , led by the Czech Minister of Industry and Trade , Martin Říman , and by Matthias Ruete , the Director-General of DG TRAN , emerged , and it obtained the mandate to do this from an extraordinary COREPER I session , which we called on 5 January 2009 , the first working day after the holidays .	Im Bestreben , dieses Problem der unterschiedlichen Sichtweisen zu lösen , kam die Idee einer gemeinsamen Erkundungsmission der Präsidentschaft und der Kommission , geleitet vom tschechischen Minister für Industrie und Handel , Martin Říman , und von Matthias Ruete , dem Generaldirektor der GD Energie und Verkehr , auf , und sie erhielt das Mandat , dies über eine außerordentliche AStV I-Tagung zu tun , die wir am 5 . Januar 2009 einberiefen , dem ersten Arbeitstag nach den Feiertagen .
('find', 'way')	('find', 'way')	[('find', 'irgendwie'), ('way', 'irgendwie')]	There is also a gap that we have yet to fill for people for whom no return to their country of origin is possible - for example , to Zimbabwe - and who are often left legally destitute , as it were , and , therefore , need to find a way to keep themselves alive .	Zudem gibt es Menschen , für die eine Rückkehr in ihr Herkunftsland - zum Beispiel nach Simbabwe - nicht möglich ist und die oft ohne Rechte dastehen und daher irgendwie überleben müssen , ein Problem , für das wir bislang keine Lösung gefunden haben .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'angegangen'), ('tackling', 'werden'), ('tackling', 'sollte'), ('problem', 'Problem')]	I therefore welcome this report , which should go some way to tackling this problem .	Daher begrüße ich diesen Bericht , mit dem dieses Problem angegangen werden sollte .
('find', 'way')	('finding', 'way')	[('finding', 'verschaffen'), ('finding', 'kann'), ('way', 'Zugang')]	So we come to the situation of a vessel with a dangerous cargo finding its way into a port by manipulating these contradictions .	Wir schaffen dadurch eine Situation , in der sich ein Schiff , das Gefahrengut transportiert , Zugang zum Hafen verschaffen kann , indem diese Widersprüche zum eigenen Vorteil genutzt werden .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'NULL')]	We need to listen to that child as mothers do , and to help them find a way to reconcile home and work to the benefit of both .	Wir müssen so auf die Kinder hören , wie Mütter dies tun , und wir müssen den Müttern dabei helfen , ein optimales Gleichgewicht zwischen ihren häuslichen und beruflichen Aufgaben zu finden .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg'), ('forward', 'Weg')]	We have worked with the Czech Presidency on this matter , and I very much appreciate the support of the Presidency in our efforts to find a viable way forward .	Wir haben uns mit der tschechischen Präsidentschaft um diese Angelegenheit gekümmert , und ich weiß die Unterstützung der Präsidentschaft für unsere Bemühungen , einen gangbaren Weg in die Zukunft zu finden , sehr zu schätzen .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'Lösung'), ('tackle', 'dieses'), ('issue', 'Problems')]	What plans does the Presidency have to tackle this issue ?	Welche Pläne hat die Präsidentschaft zur Lösung dieses Problems ?
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'Meisterung'), ('tackling', 'dieser'), ('challenges', 'Herausforderungen')]	The analysis of the answers we receive will guide us in developing strategies at EU level to support the Member States in tackling these challenges .	Durch die Analyse der Antworten , die bei uns eingehen , können wir Strategien auf EU-Ebene entwickeln , um die Mitgliedstaaten bei der Meisterung dieser Herausforderungen zu unterstützen .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'lösen'), ('issue', 'Problem')]	The fifth question related to how the Commission is tackling the MIF issue for card payments .	Die fünfte Frage bezog sich darauf , wie die Kommission das Problem der MIF bei Kartenzahlungen lösen will .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'angehen'), ('issues', 'Themen')]	Our strategic partnership is strong , and this permits us to tackle all issues , including the most sensitive ones .	Unsere strategische Partnerschaft ist stark , wodurch wir alle Themen angehen können - auch die heikelsten .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	on behalf of the GUE/NGL Group . - Ladies and gentlemen , it is generally obvious that we need to find a way to resolve the crisis afflicting Europe and other parts of the world at the present time .	im Namen der GUE/NGL-Fraktion . - Meine Damen und Herren ! Es ist allgemein offensichtlich , dass wir einen Weg aus der Krise finden müssen , unter der Europa und andere Teile der Welt gegenwärtig leiden .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'NULL'), ('problem', 'Herangehensweise')]	The green paper on consumer collective redress proposed various ways of tackling this problem .	Das Grünbuch zum Thema kollektive Rechtsdurchsetzungsverfahren für Verbraucher schlug verschiedene Arten der Herangehensweise vor .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'Thema'), ('to', 'werden'), ('be', 'werden'), ('tackled', 'betrachtet')]	I voted in favour of the motion for a resolution on safe recycling of ships as I feel that it is vital for this issue to be tackled as an integral part of a ship 's lifecycle .	Ich habe für den Entschließungsantrag zum sicheren Recycling von Schiffen gestimmt , weil ich der Meinung bin , dass dieses Thema als integraler Teil des Nutzungszyklus von Schiffen betrachtet werden sollte .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	Let us never lose sight of our common goal , and let us work together with the Arctic states and the international community to find the best and most effective way of preserving and protecting the Arctic for future generations .	Wir sollten nie unser gemeinsames Ziel aus den Augen verlieren . Lassen Sie uns mit den Anrainerstaaten und der internationalen Gemeinschaft zusammenarbeiten und den besten und effizientesten Weg finden , um die Arktis für künftige Generationen zu erhalten und zu schützen .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'bewältigen'), ('issues', 'Probleme')]	In particular , if it is to contribute effectively to the development of a single , competitive , energy market , the Agency needs more powers to tackle cross-border issues and encourage effective cooperation between transmission system operators ( TSOs ) and national regulatory authorities ( NRAs ) .	Wenn die Agentur wirksam zur Schaffung eines wettbewerbsfähigen Energiebinnenmarkts beitragen soll , muss sie über mehr Handlungsgewalt verfügen , um grenzüberschreitende Probleme zu bewältigen und die Übertragungsnetzbetreiber ( ÜNB ) und nationalen Regulierungsbehörden ( NRB ) zu einer erfolgreichen Kooperation zu ermutigen .
('find', 'way')	('finds', 'way')	[('finds', 'findet'), ('way', 'Weg'), ('into', 'in')]	Between 20 % and 40 % of global industrial wood production is estimated to come from illegal sources , and up to 20 % of that finds its way into the EU .	Zwischen 20 % und 40 % der weltweiten industriellen Holzproduktion entstammt schätzungsweise illegalen Quellen , und bis zu 20 % davon findet den Weg in die EU .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'bewältigt'), ('tackle', 'werden'), ('challenges', 'Herausforderungen')]	The green paper on the TEN-T policy review addresses these challenges and proposes measures to tackle them at both the network planning and the project implementation stages .	Das Grünbuch über die Überarbeitung der künftigen TEN-V-Politik befasst sich mit diesen Herausforderungen und schlägt Maßnahmen vor , mit denen diese sowohl in der Phase der Netzplanung als auch der Projektumsetzung bewältigt werden können .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'lösen'), ('issues', 'Probleme')]	It seems that there is a lack of political will on an EU level to provide adequate resources to tackle these issues in a fair manner .	Es scheint auf EU-Ebene an politischem Willen zu mangeln , angemessene Ressourcen bereitzustellen , um diese Probleme auf faire Weise zu lösen .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'sich'), ('challenges', 'Herausforderungen'), ('tackle', 'stellt')]	Aware of these challenges , the European Commission has a development policy geared to fight poverty , promote sustainable development and tackle political challenges in order to help foster stability .	Die Europäische Kommission , die sich dieser Herausforderungen bewusst ist , arbeitet mit einer Entwicklungspolitik , die Armut bekämpft , nachhaltige Entwicklung fördert und sich politischen Herausforderungen stellt , um Stabilität zu fördern .
('find', 'way')	('find', 'way')	[('find', 'erzielt'), ('find', 'wurden'), ('way', 'Fortschritte')]	I can also say that the French and the Czech Presidencies made efforts that were crucial to find a way to meet the concerns of the Irish people .	Ich kann auch sagen , dass unter dem Ratsvorsitz von Frankreich und Tschechien entscheidende Fortschritte erzielt wurden , was das Aufheben der Bedenken in der irischen Bevölkerung angeht .
('grasp', 'situation')	('grasp', 'situation')	[('grasp', 'erfassen'), ('situation', 'Situation')]	We need a few days to grasp and to assess the situation in the Constitutional Court .	Wir brauchen ein paar Tage , um die Situation im Verfassungsgericht zu erfassen und zu beurteilen .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling','Annahme'), ('tackling', 'der'), ('challenges', 'Herausforderungen')]	I also feel , Mr President , a very strong sensation in this House that Europe should move on to be a stronger , bigger player in the world and to show resolve when it comes to the economy , the fight against unemployment , tackling the challenges of globalisation and the climate issue .	Herr Präsident , ich habe in dieser Kammer den sehr starken Eindruck , dass Europa sich weiter bewegen sollte , um ein stärkerer , größerer Akteur in der Welt zu sein und Entschlossenheit zu zeigen , wenn es um die Wirtschaft , die Bekämpfung der Arbeitslosigkeit , die Annahme der Herausforderungen der Globalisierung und das Klimaproblem geht .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	It is a process that started in Laeken many years ago and has involved different democratic bodies and discussions over the years to try to find a common way of taking decisions in a more modern , more democratic and efficient way .	Es ist ein Prozess , der in Laeken vor vielen Jahren begann und verschiedene demokratische Institutionen und Debatten über Jahre hinweg involvierte . Mit dem Ziel eines Versuchs , einen gemeinsamen Weg der Entscheidungsfindung auf modernere , demokratischere und effizientere Weise zu finden .
('tackle', 'matter')	('tackle', 'matter')	[('tackle', 'Auseinandersetzung'), ('tackle', 'mit'), ('tackle', 'dieser'), ('matter', 'Frage')]	Of course , it would be possible to arrive at such a very generous interpretation of the Treaty , to allow the EU to tackle the matter .	Natürlich könnte man diese sehr großzügige Interpretation des Vertrages letztlich vertreten , um der EU die Auseinandersetzung mit dieser Frage zu ermöglichen .
('tackle', 'problem')	('tackled', 'problems')	[('be', 'NULL'), ('tackled', 'angehen'), ('problems', 'Probleme')]	And I would like the European Parliament to identify clearly which internal market problems it wants to be tackled with such a directive .	Weiterhin möchte ich , dass das Europäische Parlament klar festlegt , welche Probleme des Binnenmarkts es mit einer solchen Richtlinie angehen möchte .
('tackle', 'issue')	('tackled', 'issues')	[('were', 'wurden'), ('tackled', 'angesprochen'), ('issues', 'Themen')]	Firstly , I would applaud the fact that at the G20 meeting , such important issues were tackled as sustainable economic growth , employment and potential climate change phenomena , which could threaten the habitability of our planet .	Erstens , ich möchte der Tatsache Anerkennung schenken , dass auf dem G20-Treffen solch wichtige Themen wie nachhaltiges Wirtschaftswachstum , Beschäftigung und potenzielle Klimawandel-Phänomene , die die Bewohnbarkeit unseres Planeten bedrohen könnten , angesprochen wurden .
('close', 'case')	('closed', 'case')	[('case', 'Fall'), ('closed', 'abgeschlossen'), ('closed', 'wurde')]	A case currently investigated by OLAF and closed in the last quarter of 2003 , involving external aid , is in judicial follow-up in Germany .	Ein Fall , der gegenwärtig von OLAF untersucht wird und im letzten Quartal von 2003 abgeschlossen wurde und Auslandshilfe involvierte , wird juristisch in Deutschland verfolgt .
('tackle', 'problem')	('tackles', 'problem')	[('tackles', 'zur'), ('tackles', 'Abwicklung'), ('tackles', 'der'), ('tackles', 'beitragen'), ('tackles', 'wird'), ('Beschwerden', 'problem')]	When it comes to developing an interactive handbook to help citizens identify the most appropriate forum for solving their problems , I firmly believe that this excellent new website tackles the problem .	Bezüglich der Entwicklung eines interaktiven Leitfadens zur Unterstützung der Bürgerinnen und Bürger bei der Ermittlung des geeignetsten Forums zur Lösung ihrer Probleme bin ich überzeugt , dass diese ausgezeichnete neue Website zur Abwicklung der Beschwerden hinreichend beitragen wird .
('close', 'case')	('closed', 'cases')	[('cases', 'Fälle'), ('closed', 'werden'), ('closed', 'abgeschlossen')]	On the amount of time that it takes to resolve cases , touched on by Mrs Göncz , let me just say that we have now been able to reduce the time very significantly , and on average more than 50 % - about 55 % - of all cases are now closed in less than a year or in about 12 months .	Was den für die Lösung der Fälle erforderlichen Zeitaufwand betrifft , wie von Frau Göncz angesprochen , möchte ich nur kurz sagen , dass wir es geschafft haben , diese Zeit entscheidend zu verringern . Im Durchschnitt werden heute über 50 % - ungefähr 55 % - aller Fälle innerhalb von weniger als einem Jahr oder zirka 12 Monaten abgeschlossen .
